Names	total	elements
		RP3-406A7.7
		BOLA2 /// LOC101060386 /// SMG1
		ZNF235
		SOX2
		HTR7 /// HTR7P1
		VCX2
		SPHK2
		LOC200772
		LOC102724094
		BMP8B
		TRADD
		LETMD1
		CD3EAP
		AVP
		L3MBTL1
		FAM50A
		ACTR3C
		LOC100131170
		MTFR1
		LOC101927273
		LOC101928618
		LOC100294145
		ZNF177 /// ZNF559-ZNF177
		SLC5A11
		LOC100507201
		ZSCAN18
		MYL4
		OR8B2
		C2orf73
		PROZ
		MIR6824 /// SLC26A6
		PRKCDBP
		LOC101927137 /// SCLT1
		KLHDC4
		FPR3
		KCTD15
		RP11-116O18.1
		FLVCR1
		LOC101928833
		ALOX5
		NR2F1
		CTD-2293H3.1
		NLRP3
		RFC3
		SNORA71A
		FCF1 /// MAPK1IP1L
		BDNF-AS
		IGHA1 /// IGHG1 /// IGHM /// IGHV4-31
		HMGB1P4 /// HMGB1P4
		PHF3
		ANXA13
		DICER1
		LOC100288860
		ZNF148
		THOC2
		BTF3P11
		LMLN
		YWHAE
		SGPL1
		FIGF /// PIR-FIGF
		GSTA4
		TCR- alpha V 33.1 /// TRAV40 /// TRAV40
		USP49
		SMARCB1
		DTX3L
		NABP2
		MGAT5
		WDR43
		STOML1
		FRG1 /// FRG1B /// LOC100134091 /// LOC100289097 /// LOC101930278 /// LOC101930531 /// LOC102724923
		LBP
		TAS2R41
		MEF2A
		SLC4A3
		MAGI3
		ODF3L2
		HOXB3
		NPAT
		TEN1 /// TEN1-CDK3
		RP3-333B15.4
		CSTL1
		CMC4
		RCOR3
		ZRSR2
		ERAP1
		AK097453
		JAG1
		PRDM4
		SLC1A5
		SYCP1
		SAT1 /// ZSWIM8
		DLL1
		C19orf45
		NAGA
		MAPT
		C14orf169
		ECM1
		PARP14
		METTL15
		LOC102725022
		KIAA1549L
		ZNF343
		CEP162
		TADA3
		MPC1
		SLC34A1
		ATP2A1
		SNORD50A /// SNORD50B
		LOC101930593 /// LOC102724352
		ANAPC7
		NDUFA4L2
		RP11-352B15.2
		SNRPE
		CARD6
		TXNRD2
		MIIP
		ZXDA
		LILRA2
		MARVELD1
		ARL10
		P2RX5
		AK131021
		PRORSD1P
		RP11-524C21.2
		FAM99B
		GATAD1
		RRN3P1
		RP11-319G9.3
		PHOX2A
		IQCH-AS1
		CSF3
		LOC100506844
		XKR7
		RPL22
		CHUK
		HR
		LOC283674
		LOC102725271 /// NTM
		DKFZp667F0711
		PCK1
		GPR45
		PRPS1
		RSAD1
		TTC32
		LOC100506472 /// TAB1
		VWF
		PYHIN1
		ACO1
		AC007364.1 /// FLJ32955
		HYPK /// MIR1282 /// SERF2
		TMEM55B
		HAR1A
		RP11-701I24.3
		ISG20L2
		SLC52A3
		ESD
		PNRC1
		ERLEC1
		AMACR
		TFRC
		CYP4A11
		LOC100289098
		CRISP2
		IGLV4-3 /// IGLV4-3
		SGCG
		LOC100996668 /// ZEB1
		ATG101
		TBL2
		ZBED8
		TXNDC16
		STAG3L3
		THAP3
		IQCB1
		HNRNPH3
		TMEM41B
		FAM149B1
		PVRL2
		EPHX2
		CCDC114
		ATF7IP
		UFC1
		RP11-352G9.1
		PROL1
		ZFX /// ZFY
		LOC101929517
		TMSB4Y
		LINC00844
		DSG4
		DACH2
		STX3
		LOC100505824
		STK11IP
		KCNK2
		APIP
		ZNF394
		MFAP4
		RP11-151E14.1
		DENND5A
		PTCSC1
		COLCA2
		NPHP4
		YPEL4
		ZNF276
		SACS
		PNRC2
		KCNJ1
		LINC01118
		OR2J3
		TMEM95
		GPR137C
		RARRES2
		MEIG1
		HTR1B
		KCNS1
		CADM3
		KIR2DL3
		TRIM7
		FABP1
		RP11-10N23.4
		SNAP23
		CLCN5
		ACTA2 /// ACTA2
		DSTNP1 /// DSTNP1
		RP11-255A11.4
		LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// LOC653513 /// PDE4DIP
		DDIT3
		RP11-353N14.2
		PTGR1
		ITPA
		SAP18
		SYS1
		LPAR5
		PPP4R1L
		DDN
		IL23A /// TCRBV6S2A1N1T
		CELP
		ST8SIA3
		LINC01096
		PRTN3
		HSPBP1
		ANKRD50
		CSAD
		RBM47
		EGFL6
		BCL2L1
		LOC100506302
		C4orf47
		LINC00271
		TGOLN2
		TTYH2
		PRR34-AS1
		TMEM138
		NOL6
		KLRAP1
		SH2B3
		RYR2
		RPL27A
		NIPAL3
		RP11-102L12.2
		LOC100505715
		ADCY6
		LOC101929705
		LOC101928955
		WWC2-AS2
		LOC100287290
		TTTY4 /// TTTY4B /// TTTY4C
		MSH2
		ERP44
		PET100
		PRRC2A
		OLFML2B
		NDUFAF5
		PA2G4
		MAGEA1
		MIR124-2HG
		ZCCHC8
		RAD17
		ARHGEF1
		PABPC1 /// RLIM
		TSPAN1
		LECT2
		LOC654780
		TMEM163
		YLPM1
		B4GALT3
		NVL
		RP3-508D13.1
		ARC
		IGKV1-17 /// IGKV1-17
		LOC100653086
		CRTC3
		LOC101928245
		IGHV3-54
		IFNA1
		TUBA3C /// TUBA3D
		DMRTC2
		C22orf29 /// GNB1L
		CDK19
		HNRNPA3
		AK022030 /// TROVE2
		RP1-170O19.14
		ART3
		KRT10
		PAX3
		KLHL23 /// PHOSPHO2-KLHL23
		HSD17B8
		DEFB122
		ITPKC
		RPUSD4
		SLC5A2
		RP11-155O18.6
		TLCD1
		TTPAL
		EIF5 /// SNORA28
		INHBC
		GNG13
		BC034636 /// CTB-113P19.4
		SMR3B
		REM1
		TRPC4AP
		LGALS8
		DCC
		KIR3DL1 /// KIR3DL2
		GABARAPL3
		CCDC92
		SNRNP27
		CEP44
		ASCL1
		LTA
		PEX5L
		PRR26
		ADAM1A /// ADAM1A
		LARGE-AS1
		LINC00477
		PARD3
		SYT9
		LOC102723620
		CASK
		PCED1B-AS1
		LHX9
		GCNT1
		METTL21C
		NDUFS7
		COL6A6
		COQ2
		CACNA1I
		AK055981
		CXorf40A /// CXorf40B
		ATP5G1
		RFPL1
		GRIP2
		GDF3
		MMP9
		ADIPOQ
TC_GSE118553	5212	PNCK
		AACS
		FAM38B
		CD44
		FARP1
		SNORA42
		SMARCD3
		A4GNT
		MGC87895
		TUBD1
		CCDC116
		MGC33556
		BTG2
		NHEDC1
		XDH
		ECHS1
		GLT1D1
		C1orf85
		GGT3P
		MTHFD2L
		ZAR1
		OR2K2
		NHLRC3
		TMSB10
		TMEM195
		RAB1B
		CHD8
		LRRC6
		ANGPTL5
		STYK1
		SLC6A11
		TOP1MT
		MMP7
		CRNKL1
		C12orf66
		MIR515-2
		CENPQ
		ERCC-00039
		C17orf41
		OR2W1
		SLC2A5
		REEP6
		ZNF446
		SLC26A1
		NCRNA00081
		TMX4
		SOD2
		CYTH1
		DIRAS1
		MIER1
		FLJ38717
		KCNK3
		FGR
		ZFP161
		COX15
		HLA-DRB4
		DEFB133
		AQP9
		AGPAT1
		MIR1246
		GSTCD
		MIR489
		WSCD1
		CAPS
		TNS3
		PIR
		FLJ26850
		EVC
		ZFYVE1
		LY6K
		KIAA1199
		SLC22A2
		WDR34
		TP53AIP1
		ACTR8
		PTPN22
		KIAA1210
		CYP2F1
		BRCA1
		DKFZp434E1119
		TMEM180
		RUNX3
		LUZP1
		EIF4G3
		NOXO1
		POU3F1
		PHLDB3
		MIR218-1
		USP6NL
		LMNB2
		ABCD4
		ROCK2
		DIMT1L
		VKORC1
		TEK
		FLJ40296
		MT1JP
		FOXK2
		CPNE4
		PDCD5
		GTPBP1
		DGUOK
		CLDN16
		ISL1
		RAB33B
		RBM17
		GAGE1
		ZNF212
		NUDT1
		GRK1
		VGLL3
		UNQ5830
		MIR630
		FAM58B
		MIR1228
		SNORD98
		RAPGEF6
		CIAO1
		LGI2
		MIR220C
		LTBP4
		ARHGEF9
		SIRT6
		DKFZp667M2411
		KRTAP5-2
		SIP1
		MIR1245
		DNAJC15
		STAU2
		STK17A
		PCDHA13
		NCOR2
		C19orf43
		ZDHHC6
		DLX6AS
		CTDSP2
		C11orf88
		ROR2
		TM4SF4
		SMUG1
		ZNF385B
		ANGPT4
		HDGF2
		SFRS14
		PSMG4
		ST8SIA4
		TUBB2C
		RNF4
		PPP1R3D
		OR4A47
		ORM1
		F2RL1
		FAM19A4
		EIF1
		B3GNT7
		RPS28
		SLC6A7
		LYZL4
		TP73L
		PANX3
		SLC16A5
		MIR101-2
		TUBB
		KIAA0100
		FNDC1
		CD82
		SYT12
		IL1F10
		LIM2
		SNORA2A
		EIF1AX
		FOXD4L1
		SLC24A5
		INTS1
		HBZ
		RNF166
		CAMTA1
		MIMT1
		MAPBPIP
		SPANXN4
		IL24
		MLF1
		CHFR
		DUSP5
		TNXB
		COX8A
		ATP11C
		CDCA4
		FAM110C
		CARD8
		MIR1200
		IMMP1L
		EMX2
		SEC1
		C16orf35
		PTRF
		CXorf56
		CLCN4
		CHST11
		C11orf72
		DNAH11
		AQP2
		USP42
		SLC9A9
		ZNF187
		POLR2J
		C6orf176
		RGS4
		C1orf157
		SLC13A4
		DDX18
		ZBTB11
		ADAM23
		RICTOR
		NCDN
		LUC7L2
		GRXCR2
		TMEM104
		MIR1185-1
		MFN2
		FLJ37587
		RHOH
		SGK269
		NUCB1
		MTX1
		CENTA1
		GNA11
		ARL16
		ERCC-00170
		PAQR8
		THAP1
		SNX25
		CHST6
		PCDH18
		SUZ12P
		UNC13B
		FLJ45974
		DOHH
		MYO5C
		MAPK10
		LDHAL6A
		FLJ14186
		FLJ16126
		FLJ39739
		ATF7
		GNG12
		C1orf152
		C17orf85
		IL6R
		FAM10A4
		CHRM1
		VPS25
		UBN2
		SEZ6
		CD53
		NANOS3
		COX10
		HIST1H2BJ
		FLJ45256
		EPHA4
		SRD5A2L2
		ZNF655
		PSG3
		TMEM11
		NQO2
		KCNQ5
		TTTY7
		RPUSD3
		ZBTB20
		B3Gn-T6
		C2orf34
		UBE2L6
		MAK16
		UNG
		C6orf208
		TSN
		TPBG
		XPC
		KLHL7
		SUV420H1
		HDHD2
		LTBR
		ANKLE2
		GNB4
		SPATA4
		NBPF3
		AGTPBP1
		PRR5
		SPRR2B
		REM2
		DNHD1
		FAM18B
		LONRF2
		DOM3Z
		TUBA3E
		SF3A3
		GIPR
		OR2A9P
		BST1
		MIR206
		SLC3A1
		FAM108A1
		PBLD
		DEFB125
		AHNAK
		RGS14
		ACTR5
		NOS2A
		FHL1
		SMC6
		OSGEP
		GATA1
		CCDC109A
		OR2W5
		AHR
		DLEC1
		ATP10A
		C16orf62
		REXO1L5P
		LUZP6
		PSMF1
		FAM195A
		FTHL8
		MAGEB6
		FLJ41423
		CYP4A22
		ACAD11
		C16orf71
		SEBOX
		BTK
		MIR376A2
		C6orf27
		PIGL
		HS1BP3
		CLCA1
		MGC39545
		PARG
		SFRS6
		CXCR7
		C17orf77
		ATP7B
		TFEC
		C2orf78
		MIR628
		RIC3
		GPBP1L1
		KCNJ6
		LGALS7B
		C21orf86
		FLJ12684
		CHMP6
		C20orf173
		PDAP1
		ZNF146
		NDUFA13
		CD151
		MIR379
		KLHL6
		ZNF487
		SLC46A2
		ZNF324
		ENTPD7
		UBTD1
		TTC13
		PRSS22
		CYP3A5
		S100Z
		MIR1302-3
		KIAA1908
		PDGFRB
		IL17D
		OR56B4
		VRK2
		CARD9
		LCN15
		NSBP1
		DNAJC9
		JUND
		ZNF568
		CHRNB1
		CAMK2B
		LIN28B
		MUC2
		C1orf203
		GRHL1
		WDR65
		STOML3
		R3HDM2
		WNT6
		TRIM45
		TSP50
		PAQR3
		MYCBPAP
		C3orf22
		ATP2B2
		TCP1
		CPVL
		TMED7
		FLJ41841
		CFC1B
		ZNRF4
		TBC1D3B
		TLK1
		SNORD91A
		RELL1
		FAM22G
		ASTN2
		PI15
		FAM177A1
		ELAVL2
		COQ10A
		PMVK
		FAM9B
		METTL7B
		FAM161A
		TFE3
		C18orf18
		NXF4
		MIR571
		ANXA8
		DEFA1B
		KLHL28
		FBF1
		OVCH2
		XKR9
		OR11L1
		NAB2
		TMEM189
		MIR519D
		FAM120A
		PCDHGA10
		SERP1
		CNTNAP3B
		THPO
		RFNG
		EIF2S1
		TNFRSF17
		SNORA18
		JAK2
		TERF2
		HERC6
		CASP1
		ISCU
		PLEKHM3
		SNORA26
		PLA2G4C
		SDR16C5
		ABCG8
		ANKDD1A
		JRK
		ZNF710
		TPTE2
		FLJ44186
		SNORD45B
		OR2M2
		RPS29
		GPR174
		SECTM1
		PSPHL
		DOPEY2
		LGALS4
		SDHD
		TALDO1
		MIRLET7E
		SQLE
		MIR891B
		TAOK2
		PLRG1
		EHD2
		C10orf53
		BCL7A
		ZNF614
		CBS
		PFTK1
		ELP2P
		C15orf38
		PPID
		UBE2J1
		PCDHGA5
		TLR5
		CLIP2
		RBMY2FP
		FOXN2
		ZNF509
		C19orf22
		MAP3K7IP1
		OXA1L
		SLC16A2
		TMEM90A
		GK5
		MIR567
		KLRG1
		ZNF136
		ZSCAN12
		ACLY
		MIR138-2
		ASZ1
		TRAIP
		MEX3D
		FKBP5
		RRAGC
		NUDT22
		NUB1
		CSPG4LYP1
		DVL1
		CMKLR1
		TMOD2
		OR11H4
		C9orf30
		DGKQ
		ZNF750
		ECHDC3
		TMEM106C
		ZNF815
		HERC3
		MEGF11
		BAIAP3
		RABGGTB
		KCNK7
		HMBOX1
		C1QTNF2
		SPINT4
		MUC20
		GPX2
		C2orf53
		ARHGAP26
		YPEL1
		SLC48A1
		KIAA0776
		DNAJC4
		FLJ10661
		HRAS
		RBP7
		TTTY18
		NDUFAF1
		RNF43
		TRHDE
		WDR42C
		PTPN4
		FOLR2
		HS3ST5
		MIR361
		MAP3K6
		MIR943
		PSMB8
		XRCC1
		KIAA1906
		C5orf32
		SETBP1
		MIR548A1
		DMBX1
		CDS2
		LIPT1
		MME
		SHANK3
		EEF2K
		TUFM
		NSUN5
		MAN2C1
		CXorf64
		CEP72
		OR1L8
		YJEFN3
		FLJ43080
		CPO
		MIR2114
		GGT6
		UNKL
		ZNF839
		POP4
		AGBL1
		CCNA2
		PARK2
		OR1B1
		GPR124
		WNT10B
		RPLP2
		BAIAP2L2
		DPY19L2P2
		C1orf125
		C21orf2
		C12orf48
		EPN1
		VCP
		C17orf93
		SLC23A3
		GBX2
		LAMA3
		SLC14A2
		RAVER1
		TSTD1
		SP4
		PCYT1B
		AUH
		SLC25A39
		C14orf129
		C10orf114
		SNORD62B
		ZC3H11B
		VPS37B
		C6orf120
		TNFAIP3
		SPHAR
		PIGT
		PCDHGA4
		ALAS1
		MRPL37
		BLK
		GPM6A
		TAAR9
		C20orf107
		DAD1L
		TMEM205
		SPATA16
		C1orf135
		AMPD3
		GLTPD2
		TSEN54
		SNORD96A
		MMP1
		PPP4R1
		HMGXB4
		MAN1A2
		SERPINA4
		DDX50
		ZNF75D
		RERGL
		TK2
		JCLN
		CDC40
		KRT86
		STMN1
		BLVRB
		FLJ46361
		SLAMF6
		DPP6
		OR2T5
		MIR326
		PRRX2
		MKKS
		STK39
		FLJ44450
		TRIM6
		C20orf112
		C14orf50
		P2RY4
		EFR3B
		ACER3
		MIR152
		GADD45B
		TDP1
		KIAA0889
		DPPA2
		C11orf57
		FOXG1
		TBC1D16
		ERCC-00117
		CC2D1B
		TAAR6
		KRTAP5-11
		GRIN3A
		DEFB4
		KIF23
		DEPDC1
		PRSS42
		GRAMD1C
		ARMCX3
		KIAA1429
		MAGEF1
		ITGA10
		MIR770
		MCF2L
		STK24
		ACSS3
		FH
		CLNK
		LGALS2
		MIR517B
		CNBD1
		AAAS
		SYNPO2L
		FBS1
		FAM87A
		PTPN23
		C1orf183
		DGCR8
		PAQR7
		NEU2
		CACNA1C
		ATP6V1F
		C9orf46
		EGR4
		INTS7
		SNORD61
		AP1S3
		ASB4
		NUTF2
		C17orf86
		ZNF84
		PPP1R15A
		GRM3
		FCGR2A
		C2orf52
		C12orf49
		MIR641
		MAN1A1
		MIR583
		GLYCAM1
		MIR195
		FNDC4
		ANKRD18B
		MIR524
		GDPD4
		CCDC103
		FSD2
		C17orf74
		PCDP1
		CDC2L1
		UNCX
		RMND5A
		P2RXL1
		MIR1269
		MMP3
		SLC29A4
		Septin 7
		CRHR1
		MRAS
		SLC35F5
		LPAR3
		CBWD1
		LMNB1
		CKMT1B
		PNPLA3
		NRN1
		KIAA0408
		CD276
		SLC10A1
		CSNK1E
		ANO4
		RAGE
		GIPC2
		CHMP2A
		GPR21
		SLC12A3
		C12orf41
		ZDHHC7
		FLJ44048
		PTGER2
		FAHD2B
		HACL1
		EXD1
		MT1E
		ACY1
		PPP5C
		BET3L
		C15orf26
		PKN3
		MIR222
		ELFN2
		C9orf153
		FLJ40434
		TXNL2
		ADCYAP1
		C9orf21
		C17orf49
		TAS2R4
		MIER2
		CEP290
		SNORA41
		OR5K4
		C14orf133
		HIST2H3A
		SPANXN5
		CHD7
		C10orf62
		RNF126
		DPM1
		CLIC4
		OR6C2
		KC6
		RAP1BL
		FLJ20850
		MESDC1
		RXFP4
		NKX2-3
		API5
		BIRC6
		RFT1
		SLC8A2
		ITGAD
		TSPY2
		MYSM1
		FLJ10781
		SERPINI1
		KBTBD9
		HDHD3
		DYNC1LI1
		TAP2
		NETO1
		EFHD2
		MIR1302-8
		NBEA
		RAB2B
		FLJ46156
		CLDN3
		EGFR
		GOLGA6B
		ZDHHC3
		MAP3K15
		SFTA3
		CYB5B
		FAM19A2
		CPXM1
		PTPRQ
		APPL2
		OR5L2
		MRPL46
		MAPKAPK3
		C12orf5
		NCAM2
		PACS1
		MSRB2
		ZFP36L1
		CAPN2
		PUS3
		DPY19L2P1
		MIR552
		FXYD5
		TIAM2
		FAM150A
		CHD2
		FZD5
		PCGEM1
		ZNF10
		TRIM17
		FAM134A
		GTF2IRD2B
		LQK1
		ABCB9
		SPATA3
		NEO1
		DDX3Y
		MXRA7
		LRRTM2
		DHX38
		CLDN14
		TARS2
		ROPN1B
		FKSG29
		NAT5
		CDT1
		ERP27
		CD28
		ZNF624
		ARMC9
		SOHLH2
		LRP8
		SLITRK3
		RNF152
		CNTN1
		ZNRF3
		QRICH2
		SRRM5
		TMEM181
		MINPP1
		MPHOSPH6
		CCL3L1
		TMEM43
		MEOX2
		TTL
		SGTA
		GIYD1
		FKBP3
		NOD3
		C18orf55
		RPL28
		OAS2
		DEFB115
		GLIS3
		ERCC-00043
		LRRC70
		CAPN11
		DEGS1
		TCERG1
		TBL1XR1
		C2orf80
		G6PD
		ANKRD36
		KLF17
		APOLD1
		ARHGAP29
		GABRP
		PROKR2
		DNAJC5B
		VCX3A
		C6orf12
		TOM1L1
		TMEM167A
		MFN1
		HBBP1
		NRG3
		C7orf61
		MIR199B
		GSC2
		PLEKHH1
		TMEM39B
		CKMT1A
		SCLT1
		TCAP
		HCFC2
		CMAS
		MOCOS
		PRDM10
		OR7E24
		C14orf93
		ZNF433
		TXNRD1
		SLC30A1
		ASFMR1
		UBE2H
		SLC16A4
		FAM156A
		PLAC1
		CDC42EP5
		CCNE2
		C21orf93
		CHRFAM7A
		BTBD11
		MGC24103
		DAXX
		MIR620
		RGS13
		VCY
		ORC3L
		GSTTP2
		CCT3
		ZNF121
		IMAA
		FLJ16165
		FLJ35740
		TRIOBP
		MTHFD1L
		SNORA2B
		MVK
		RBM5
		TUBGCP4
		TSPYL1
		CDK7
		WDR44
		FLJ34690
		C12orf74
		PRKRIP1
		IL28A
		FLJ46552
		CD247
		TMEM200C
		USP41
		HIPK4
		MCM4
		ZBTB10
		FBXL17
		Gcom1
		CXorf59
		LRMP
		CEP192
		RNF111
		OTOP3
		C17orf98
		CRAMP1L
		CHST12
		MIR101-1
		NME5
		DDX21
		ARHGAP5
		ZNF160
		B3GALT6
		CETP
		VMO1
		HADHB
		BAHD1
		ARMS2
		SLC15A3
		GRIK3
		DGCR14
		PDE10A
		METAP2
		NUMB
		STXBP4
		PAN3
		TCTE3
		KTI12
		TOX2
		HBB
		MED15
		CLCN3
		MTPN
		RHOJ
		UNC50
		VSTM2A
		RUNX2
		PGR
		CROCCL1
		PPP2CA
		FAM9A
		ZNF474
		XGPY2
		SEC14L2
		SNX22
		SDC3
		DNHL1
		FLJ16124
		DKFZP434P211
		SOX6
		RPUSD2
		SYNJ2BP
		C20orf117
		E2F2
		POLH
		HIP1R
		FILIP1L
		PRAC
		KILLIN
		NT5C3
		PEG3
		TNFRSF18
		SGSH
		CXCL10
		KIAA0888
		TP53TG1
		ABHD10
		SLC35C1
		NEURL4
		FBLN7
		CYP27C1
		ARG2
		LEKR1
		JARID1A
		OR2A1
		FAM62B
		DNAH8
		ICAM3
		FBXL16
		ELA3A
		SLC1A3
		ZNF594
		MAN2B2
		SHPK
		RNF190
		KIAA0125
		BICD2
		CDH7
		RPL35A
		SNORA10
		RAB40C
		SLC41A1
		RAPGEF5
		MGC39372
		CLIP3
		SULF1
		FGF13
		ACP1
		MYL9
		PTGFRN
		C1orf194
		SIGLEC5
		PBXIP1
		CASKIN2
		LRRN4CL
		B3GNT6
		C9orf69
		MGC27382
		C2orf15
		SCAF1
		ZNF550
		NEURL
		EDG7
		LPL
		SPIN3
		SH2D4B
		OR8H2
		CXorf1
		TRIML2
		LIPC
		ETV3L
		JMJD8
		ZNF567
		NPM3
		C1orf118
		CLEC5A
		ERCC-00024
		TCEAL3
		CENPB
		MBP
		ZCCHC13
		JMJD1A
		C20orf194
		SOSTDC1
		FLJ44451
		CELSR2
		TBRG1
		C4orf34
		MAGEA12
		HOXC11
		ZMIZ2
		PTPRJ
		ADRB3
		MIR181C
		SNORA33
		RPP21
		GTF2E2
		STAG3L2
		OTC
		C20orf152
		MRPS6
		KCNQ3
		PPM1G
		SLC22A12
		NMT1
		CHURC1
		CCBE1
		FLJ12529
		PER1
		SAGE1
		C19orf69
		ELMOD3
		C20orf199
		BMI1
		SH3RF1
		FLJ41733
		PROX2
		MYH4
		FLJ21986
		SLURP1
		LMCD1
		AIFM3
		SH3BGR
		MYCL1
		ZHX1
		PCDHGB3
		ASB5
		TMEM232
		SAC
		SEMA3F
		MED26
		FAM46C
		DUS1L
		CHRM3
		NEK9
		USP50
		NEURL1B
		TMEM183B
		ZNF789
		MAPKBP1
		EGFL10
		RPL23A
		UPF3B
		HLA-DOB
		C1orf170
		CXorf65
		TPPP
		GSTM5
		AIG1
		APBA3
		POM121C
		POMC
		CUTL1
		NSMAF
		IL9
		EIF3E
		RAB28
		HMGCS1
		FLJ45422
		TLK2
		SH3GL2
		ABCC13
		CNOT3
		NFKBIA
		SDF2L1
		SFT2D2
		DEK
		HOXA6
		PSPC1
		SORBS3
		KIAA1975
		CPT1A
		EIF3CL
		SUCLG2
		C21orf24
		FAM47E
		C20orf132
		HIST1H1D
		MYL6B
		UBAP2
		ABHD14A
		CDKN2AIPNL
		OR52E6
		KRTAP22-1
		AMPD2
		TIMP4
		PIP5K2B
		C20orf106
		GBP5
		POU3F3
		MYLK3
		MON1A
		SNORD79
		KISS1
		LRIT3
		ZNF804A
		IFRD2
		TAAR8
		PTCHD1
		GEFT
		ZNF391
		PDK3
		WRB
		MAP1S
		TTC4
		SLC45A1
		MAGEB10
		KRBA1
		GOT1L1
		BCYRN1
		WDR3
		TTC33
		C3orf55
		MCPH1
		PABPC1L2B
		HIST1H3J
		LIPL2
		FBXL4
		CLEC9A
		SYNM
		NFU1
		UGT8
		GAGE6
		MAPK4
		FAM59B
		SFXN5
		HNRNPU
		CHCHD2
		ATXN2L
		OR52N4
		OMG
		NDP
		FLII
		RPL38
		RFC5
		ZBTB32
		OR52L1
		EPO
		MIR20B
		PAX5
		HORMAD1
		MIR2113
		FBXO2
		LY96
		AANAT
		ADCK5
		GEMIN5
		ANKRD34C
		HRSP12
		PROCR
		MAB21L1
		GDF5OS
		PHF11
		ADAM2
		TBC1D8B
		ZNF776
		NDEL1
		TMEM147
		RGL4
		ZNF503
		TYMP
		GULP1
		KCNE4
		TRIM5
		KCNS3
		RNASE4
		FLJ12688
		ARHGAP11B
		C20orf52
		RCN2
		SLC38A11
		UQCRH
		FLVCR2
		SDHA
		ALPL
		SMAD6
		FOLR3
		ZNF17
		BTAF1
		ZNF280D
		RCBTB2
		GAGE2C
		TFAP2E
		UQCRC2
		KLRB1
		GBX1
		SAFB
		PAGE3
		HDLBP
		MAPK8IP1
		ZADH2
		GNB3
		HMGB1
		DUSP8
		MEF2C
		ZNF304
		SENP5
		SNORD114-13
		IGFL1
		CLCA3
		MYB
		SLC44A4
		MIR1255B2
		RCN3
		C17orf103
		DBNL
		CHPT1
		TSPAN32
		MAP4
		KIF26B
		ACTR3
		STT3A
		OR2T33
		ZNF225
		DNASE1
		C14orf72
		SLC22A18AS
		CCNA1
		FAM65A
		RPL10A
		BID
		ARV1
		IER2
		NMB
		COX5A
		EIF6
		MACF1
		WWC2
		SNORD115-48
		MRPL4
		MPPED2
		METTL11A
		WNK2
		LILRA4
		LAMA2
		PRDM14
		PCMTD2
		MNAT1
		MBNL2
		PXT1
		FRMPD2L2
		ATP6V0D1
		SLTM
		KIAA1279
		GAL3ST3
		APOBEC3D
		RTDR1
		ARVCF
		TRIO
		NID1
		C5orf33
		FBXO16
		AE34GALT
		CCDC110
		C8A
		ZBED3
		HOXC13
		RECQL
		B3GALT3
		NLRC4
		POLI
		HCP5
		FOXQ1
		CPSF4L
		AMBRA1
		UCN
		NRM
		SLIC1
		TPD52L2
		IRF1
		PTK2B
		OR6C70
		ZNF230
		IFI27L1
		MSN
		THOC5
		FBXW8
		EPDR1
		DUSP22
		C11orf75
		L3MBTL2
		C18orf8
		Septin 14
		FKBP7
		GTF2E1
		PKD1
		ZFP3
		ATAD2B
		C4orf44
		ARHGAP17
		MGC15705
		TRPM8
		TTF2
		ZNF650
		PHKG2
		KCNT1
		TIGD6
		EXT2
		CRYZL1
		CRY2
		PTPRZ1
		TOP3B
		RXRA
		GVIN1
		RAB7L1
		C6orf130
		C10orf61
		ARL11
		MAML2
		ATOH1
		C4orf31
		COG6
		ERCC-00109
		ARHGEF12
		SNORD42B
		GLUD2
		CD55
		UAP1L1
		FDPSL2A
		PLUNC
		INTU
		TMSL3
		C6orf103
		MIR597
		CTDSPL2
		C14orf182
		YARS2
		TBX5
		TTLL13
		ZNF581
		MEPE
		OR10J5
		AQP7P2
		OR51Q1
		TSGA14
		OR5AU1
		PPP3R2
		NEK4
		MRPL19
		RBM33
		TMEM150B
		MURC
		RPL7L1
		PAFAH1B1
		KATNAL1
		PAQR6
		LRRC16
		C21orf126
		FBLIM1
		C1orf227
		RAPH1
		MIR558
		HRH4
		C20orf201
		SLC25A1
		DOCK8
		ATP11A
		GRB7
		MRPL33
		SLC25A5
		SNORA21
		RBM23
		C9orf27
		GLRA2
		KRTAP7-1
		FLJ10357
		BTBD17
		ATP4A
		CSTF3
		MT1IP
		SLC15A4
		ZNF648
		POU2AF1
		OSMR
		LEPRE1
		GNPDA1
		SOD3
		CYSLTR2
		MIR192
		RASAL1
		WIZ
		ACBD5
		KIAA1797
		MGAT1
		C14orf121
		SLC35B2
		CCDC137
		DNASE1L3
		MIR1910
		CRYAB
		TRNAU1AP
		ZNF8
		DHRS7C
		EXD2
		DBX2
		SKP2
		FZD2
		MIR548C
		C21orf88
		PTHLH
		MAP3K14
		PCDHB8
		TRMT112
		MIR27A
		C12orf50
		A3GALT2
		TMCO5A
		KIAA1143
		OPN4
		ZNF117
		LMF1
		TMPRSS11E
		FANCL
		MIR320A
		SUPT5H
		FLJ37512
		TNNC2
		NNAT
		C11orf34
		SCML2
		BCL9
		C9orf41
		FAM40A
		HDDC3
		COMMD7
		ALG14
		NIPSNAP1
		C1orf123
		CHD3
		SLC25A44
		MIRLET7C
		HMCN1
		STAT4
		MIR181B1
