Names	total	elements
		ATP13A4
		TUSC2
		C1/C2
		LIPH
		GABRG1
		SELE
		CTAGE7P
		PLAGL1
		FTL
		TERB1
		OR8I2
		OR5M1
		SERPINB2
		PLA1A
		TRPV2
		AP2A1
		TMEM47
		TIGIT
		ALG13
		LOC100505841
		TCP11L1
		LOC100132188
		HOGA1
		RAB23
		INVS
		CARS2
		LOC100996333
		IL34
		RUVBL1
		NOP16
		NPAS4
		TBC1D20
		SHPRH
		DPYS
		TGM3
		GALNT12
		KCNK1
		ITM2C
		USP45
		THG1L
		RIMKLB
		LOC100130207
		KCNJ10
		TMED2
		E2F5
		DOK6
		CENPC
		CREBZF
		PER3
		ADCY8
		RPL6
		PRKAG2
		CELF3
		RPL23AP7
		UBE2B
		RPL30
		S100A8
		ARFIP2
		LOC730102
		CPQ
		STX16-NPEPL1
		ORAOV1
		ZRANB2
		CAMK2G
		STATH
		POLR2D
		HNRNPC
		OR51M1
		RNF165
		OR8G5
		NUP210
		ANP32C
		PPAN
		ZNF333
		AGO1
		BTBD6
		BCO1
		RGS2
		NEK11
		UPK1A-AS1
		ZBTB37
		IVNS1ABP
		SGPP2
		ACSS1
		BBS2
		LOC100132731
		NOCT
		WDR11
		EZH1
		OCIAD2
		SH3BP5L
		DUSP6
		POMP
		FAM198B
		MGAT2
		RNFT1
		CNIH2
		IL12RB2
		ZNF354B
		RNASE3
		PREB
		LOC100129924
		TUBGCP2
		HCN2
		LARGE1
		DCUN1D4
		ZKSCAN8
		CYP2C18
		FUT9
		OR4E2
		CCL8
		FADS3
		TMEM198B
		PDZK1P1
		FBXL21
		ZDHHC5
		CORO1A
		WNT8A
		CRYBB1
		ARAP2
		FEN1
		SPTB
		SF3B1
		PSMA7
		DBF4B
		ABCA17P
		OR4K17
		FAM32A
		NCAPD2
		GLYR1
		ISG20
		PSMB5
		GPN1
		CARTPT
		MON2
		CHD4
		BTN3A3
		PRO2012
		LRRC59
		OTUD5
		ZNF34
		FBL
		CBLN4
		ANAPC5
		SDF2
		LOC400867
		TNRC6C
		KMT2A
		GDI2
		XBP1
		ATP6V1G2-DDX39B
		TCERG1L
		GFAP
		IFNA4
		IFI35
		NSMCE3
		PCDH9
		NPCDR1
		RARG
		FAM83D
		MAGEL2
		MIR646HG
		SRSF9
		ST6GALNAC2
		ERVK11-1
		NFX1
		ATP6V0D2
		DRAP1
		CRSP8P
		MMD
		TCEB2
		ZNF733P
		MCM3AP
		KIAA1328
		CHST5
		USP22
		CTPS2
		HS6ST3
		MALAT1
		PLB1
		GPM6B
		LOC100131032
		AIM2
		MARS
		GPR156
		CNPPD1
		LOC100506603
		PIGW
		PPP1R14C
		OAZ1
		GPRC5B
		GMDS
		MIR22HG
		CBX5
		CTSH
		TRMT10C
		FICD
		CCDC89
		IGIP
		PYGM
		KHDRBS1
		SRSF5
		RFX7
		RELN
		ST7
		MAMDC2
		LINC01164
		TESC
		CYP4F11
		YTHDC1
		ASB12
		C4orf26
		PHYHD1
		FBXO32
		NXPH1
		RBM43
		TRIM25
		DDX3X
		GATM
		RASA3
		OR51A7
		FGD6
		KLHL3
		LOC644172
		PDYN
		ZNF259P1
		SLC18B1
		LOC100288358
		NPTXR
		MIGA2
		CDK10
		ZNRF1
		HHATL
		DPCD
		HAPLN1
		DCAF8
		ZNF638
		APBA1
		ANKRD45
		APOL2
		KLHL2
		MPL
		IGF1
		NT5DC1
		AHSA2
		CYCS
		DAZAP1
		LILRB2
		BIVM-ERCC5
		SYCP3
		RPL34-AS1
		NDUFAF4
		UBE2F-SCLY
		CCDC190
		RPS5
		FADS1
		FAM209A
		USE1
		ITM2B
		STK26
		CYP2C19
		CPLX4
		RPL35
		IMPDH2
		ZCRB1
		DDB2
		ALKBH2
		A2ML1
		ALDH18A1
		IPO4
		EMP2
		RIN2
		GPR75-ASB3
		TPCN1
		TNFRSF10A
		ASIP
		SCP2
		SNORD16
		ERLIN2
		RAB35
		TDRD5
		SSX7
		ADAMTS16
		TMEM200A
		LOC401261
		PRSS58
		PBDC1
		PTMS
		PHF7
		MRPS12
		TAF10
		GMFG
		RYR1
		PENK
		SMAD9
		C3orf52
		RPSAP36
		RASSF5
		XGY2
		ANKRD10-IT1
		NBR1
		KIF2A
		INPP5J
		ARL6IP6
		GLA
		NEBL
		BOD1L2
		HSPA8
		NR2C2
		GALNT18
		RBM44
		AHCYL1
		IL27RA
		IL5RA
		MTR
		MEGF10
		MCTS2P
		HCK
		NPHP3-ACAD11
		PPL
		RALGPS1
		MFSD4A
		SLC25A18
		PLA2G6
		OR6N2
		GRWD1
		CTSB
		CSRP1
		ZFP36
		DDX39A
		GANAB
		PDSS1
		NSD1
		WDR91
		EGF
		OR10T2
		CACNA1H
		TRIL
		CREBBP
		PARK7
		ZNF827
		SLC50A1
		MAP7
		SPAG9
		SERTAD1
		ANTXR1
		CREB3
		RHCE
		TAC3
		MIP
		TAS2R7
		PTGS2
		BMP7
		HPGDS
		NAV2
		TRAPPC5
		LINC00174
		RIC8A
		DKK4
		PSMD2
		CCNT2-AS1
		TOX
		IK
		KCTD17
		EDA2R
		CEBPZ
		INMT-FAM188B
		PTPN14
		DMTF1
		MXRA5
		NFATC3
		CNTN5
		ZKSCAN1
		ITGB8
		PAPD4
		PCDH11X
		RIMS1
		TXNL4A
		ZWINT
		PIK3CD
		PPM1E
		DCUN1D2
		SLC6A16
		LOC100419706
		ARPC1A
		ZBED6
		ADRA1D
		WWOX
		PTPN9
		MORN5
		C1orf220
		GYG2
		FBXO25
		FAM228B
		IBSP
		ALKBH7
		ARGLU1
		CSNK1G2P1
		COLEC12
		CREM
		LSAMP
		TEAD4
		ZNF215
		FN3K
		PPP1CA
		FKBP8
		GALNT15
		CCT7
		EEF1A2
		ZFX
		ZNF548
		FAM63A
		yeast
		NUCKS1
		IP6K2
		HNRNPD
		GAREM1
		ZNF528
		PRKCZ
		LOC100129518
		SRSF7
		NAMPT
		WBP2NL
		FAM102A
		GSTM1
		CRH
		TEDDM1
		ACP5
		ISLR
		TSC1
		OARD1
		TNRC6A
		GTF2A2
		DCAF6
		CT55
		MS4A4A
		C1QL2
		GPRC5D
		LRRC23
		BTN2A2
		FXR2
		MYL3
		ENTPD1-AS1
		MED7
		MYLK
		UNC5C
		ACSBG1
		KRT6C
		CSGALNACT1
		POLDIP2
		SORCS3
		ATP1A4
		HMGB1P34
		CFL1
		KYAT1
		BAZ2B
		POU6F2
		SMG1P3
		CEP55
		BOD1L1
		KIR2DS2
		PHACTR2
		LIPG
		CD163L1
		LINC01126
		OSBPL1A
		RNASEH2B
		PID1
		ANXA2P3
		TMBIM6
		MTFP1
		ZNF423
		PSMB4
		SART1
		C11orf45
		MAPK13
		SLC43A2
		NAIF1
		GLDC
		OR51F2
		LOC105373326
		SPA17
		POLE4
		MRPL27
		OSBPL9
		ZNF507
		KIF13A
		ADIPOR1
		CLIP4
		LUC7L3
		SNF8
		NACC1
		PIR-FIGF
		NDUFB11
		STK19
		CLSPN
		GINM1
		DZIP1L
		EXOSC4
		FNTA
		PPA2
		CASP9
		OR5P2
		ATP6V0A1
		SRA1
		TMEM229B
		CHURC1-FNTB
		SLC7A1
		GEMIN8P4
		SSPN
		CPOX
		TIRAP
		CHRNA3
		TMEM186
		CUTC
		CTDNEP1
		RAB39A
		OR6N1
		DOC2B
		ZMAT2
		RPL11
		ATP5L2
		RBM39
		RGS17
		SIRT1
		PCBP2
		HAX1
		SYCE1L
		BMX
		LY86-AS1
		BRS3
		PSMB3
		SNRNP200
		GFRAL
		ZFAND2A
		FAM117B
		HAMP
		OR10A5
		PHB
		TPH2
		SEMA6B
		MKRN1
		NXT2
		POU2F1
		LOXHD1
		SUCNR1
		P2RX7
		RBM25
		MMP19
		AMOT
		NAT1
		LOC100128401
		NME1
		SCAF4
		BHLHE41
		LACTB
		SRRM2
		MSANTD4
		AMIGO2
		HGS
		KAT7
		HNRNPA1L2
		RUFY2
		ADARB2
		SLC16A1
		DBIL5P
		PIM2
		PIPOX
		MYBPC2
		ENPP3
		PPP1R7
		GINS2
		LOC389765
		KRT75
		PHF23
		B3GNT2
		ZNF652
		TMPRSS11A
		SMNDC1
		GS1-259H13.2
		CNPY2
		ANKRA2
		LINC01547
		DCHS2
		KMT2E
		DGAT2L6
		MSC
		SPTLC1
		ZBTB34
		KLF11
		PTRHD1
		NETO2
		NUP214
		FPR3
		AK3
		GJA1
		LINC00574
		PRDX6
		ILF2
		OR14A16
		UQCRBP1
		GRM8
		TMEM86A
		putative
		C3orf30
		CYP2U1
		MAGEB18
		DEFA4
		NEURL2
		DACH1
		KDM5C
		PHKA2
		ATF3
		CALML4
		FAM150B
		ZDHHC16
		RASL10B
		VN1R2
		GDF6
		GEMIN8
		LINC00173
		AKAP14
		MGST3
		BDNF
		CABP5
		JTB
		CEP170B
		DNAH6
		IGSF1
		MRPS11
		EFNA4
		SEC31B
		NOP2
		SLC4A3
		CDKN2B-AS1
		ZFP69B
		RPS27A
		COL21A1
		quinone
		RASGRP2
		KIF16B
		NRP2
		CPSF7
		EEFSEC
		PRAF2
		ARF1
		MAU2
		SIPA1L2
		CCNG2
		WDR88
		CITED1
		CHGA
		RHOA
		ANKS6
		LSM10
		C11orf58
		SUN1
		PRSS35
		CXCL8
		CHRNB4
		RPS19BP1
		DNALI1
		OR4N4
		BORCS5
		AGO4
		COG2
		PNLIP
		YY1
		THTPA
		DDX42
		C4B_2
		NME6
		POC1B-GALNT4
		TUFT1
		QPCTL
		APOA5
		RSPH1
		BLM
		SDC4
		PSMB2
		FGFR2
		PCBP3-OT1
		PPP2CB
		DOLPP1
		MS4A8
		MORN3
		HS6ST2
		GM2A
		CCL20
		CCDC86
		STX11
		KXD1
		SCGB1D4
		PRKX
		KIF5A
		SPRED1
		NPR3
		ZC3HAV1L
		REV1
		GALC
		GNA15
		NAP1L4
		TTLL11-IT1
		GNG4
		CAMLG
		TRMT44
		FAM53C
		MCHR1
		SALL2
		GALM
		NOC2L
		TECPR2
		AGFG2
		USP2
		HRASLS5
		STRAP
		RND3
		PRMT6
		KY
		PLEKHH2
		FKBP1B
		MTBP
		TWNK
		KAT6A
		GRB14
		FBN1
		ZNF621
		OR12D2
		ATG101
		LDOC1L
		TMEM187
		ZBED8
		AIMP2
		SENP3-EIF4A1
		LOC100505915
		COASY
		CEP95
		DOT1L
		GPR88
		DCTN6
		RAN
		MED23
		FAM131A
		ING2
		ANGPT2
		B3GAT2
		COPS7B
		FAM71C
		MLX
		DACH2
		ARPC2
		TBC1D4
		GLUD1
		LSM11
		SCAPER
		EPB41
		ECM2
		AGBL3
		LRP6
		STARD6
		CD244
		SHISA6
		FAP
		ATP1A2
		PRSS12
		RBP4
		CT45A10
		KNL1
		CHRNA1
		NXPE4
		HMGB4
		DNMT1
		ACKR1
		FNBP4
		LIFR
		CHST9
		TTC28
		FLT3
		RAB3B
		FNDC5
		JUNB
		SLC18A2
		RNF148
		LOC100131943
		HNRNPM
		ARL14EP
		LAMTOR1
		C1QTNF3-AMACR
		UBA52
		GJB2
		CRBN
		DLX5
		CYTOR
		SRPRB
		DNAJB9
		MPZL3
		PRR34-AS1
		LOC101927429
		SPC25
		EID3
		NXF3
		PRLR
		STOML2
		PADI2
		GOLIM4
		ADSL
		LAS1L
		DST
		BAP1
		NPSR1
		USF1
		SLC46A1
		USP48
		MAGEA1
		MFSD12
		RNF214
		SYCP2
		RGS9
		CMBL
		MGC12916
		MPDZ
		DEPTOR
		CCR10
		B4GALT3
		PLPPR2
		NRDE2
		SSSCA1
		EDARADD
		OXNAD1
		GNA14
		CREBRF
		PCDHB1
		SLC26A5
		OR52A4P
		MTSS1
		ANGPTL2
		SCAND2P
		HMMR
		JAK3
		CEP295NL
		CDK19
		PIP
		PPP1R1C
		PCP4
		OR1J4
		TMEM258
		ART3
		SART3
		FOXP1
		SYT14
		STAC
		TJP2
		CCT5
		ARF3
		LOC400927-CSNK1E
		ITPKC
		MROH7-TTC4
		ORC6
		NMD candidate
		PSMC3
		2-Sep
		TLL1
		GNG13
		GSK3A
		SUPT6H
		PSMB1
		PLAC8
		SPAG7
		FBXO18
		EIF4G2
		ATE1
		ASCL1
		HIV-1
		LOC105371586
		PSME3
		mouse
		TMED1
		RETSAT
		TGFBI
		SYT9
		FANK1
		CYP2J2
		ATP6V0E1
		CYP24A1
		LOC101929735
		STX4
		TNFAIP8L2-SCNM1
		VAV1
		KAT6B
		PDGFC
		ZPBP
		ERCC2
		SPOCD1
		IL11RA
EC_GSE118553	3424	FAM38B
		RIT2
		SMARCD3
		NARG2
		ITGA5
		C10orf25
		EDN1
		NMBR
		KRTAP10-8
		GLT1D1
		MTERF
		PRSSL1
		PDCL3
		FLJ40194
		CXCR4
		GGT3P
		SALL1
		NAGPA
		OTOP2
		CFHR5
		OR2K2
		BRIX1
		NHLRC3
		RAB1B
		IFT122
		NTRK1
		MMP7
		CRNKL1
		HIST1H4J
		CENPQ
		MIR515-2
		C17orf41
		ZNF446
		SLC26A1
		OR5L1
		ANAPC4
		SOD2
		PNPT1
		CCDC97
		EPN2
		COX15
		THRAP3
		TOB2
		OR2V2
		SFTA2
		PROSC
		TNS3
		PIR
		SRPK1
		C7orf44
		HERC2P2
		LY6K
		NFIA
		RPL7A
		NAT10
		CTAGE5
		MIR451
		SLC22A2
		SERPINF1
		C20orf27
		WDR34
		GABPAP
		CYP2F1
		C14orf85
		DKFZp434E1119
		TMEM19
		LUZP1
		EFNB1
		LIPN
		ZNF623
		C4orf11
		PHLDB3
		USP6NL
		RELT
		ROCK2
		DIMT1L
		C11orf2
		LRGUK
		ELANE
		SLC25A46
		KIAA1609
		MT1JP
		COL1A1
		ISL1
		C1QTNF3
		RBM17
		Septin 6
		MANEA
		PRDM2
		PDCD4
		MIR1228
		CST7
		WHSC1
		C10orf125
		ARHGEF9
		KRTAP5-2
		STAU2
		VWA5A
		LRRC33
		STK17A
		NCOR2
		ZDHHC6
		C19orf43
		DLX6AS
		PODN
		ANKRD20A3
		UFM1
		MAOA
		GYPC
		FRS2
		PSMG4
		RNF4
		PLEKHG4
		OR4A47
		SYT13
		EIF1
		FAM19A4
		FPGT
		B3GNT7
		KIAA0773
		PANX3
		CDIPT
		FAM90A6P
		PMF1
		PREP
		RFX3
		CHMP1B
		PMM1
		KLHL30
		VAX2
		LRAP
		INTS1
		MMP16
		CAMTA1
		DRD3
		AIPL1
		HPCA
		C4orf29
		MIR2053
		FCN1
		C1QL1
		ATP11C
		FAM110C
		CARD8
		ERBB2IP
		CD6
		SEC1
		FTMT
		PTRF
		CXorf56
		COG1
		PWP2
		DNAL4
		IPP
		RGS4
		C1orf157
		SLC13A4
		SNX6
		TFR2
		SPTBN1
		NCDN
		GRXCR2
		ZNF452
		MRPL34
		TMEM104
		PTPN5
		TSPAN7
		MTX1
		UNQ9433
		CCDC52
		NME1-NME2
		PAQR8
		DDHD2
		GRIK2
		UPF3A
		IGSF11
		PCDH18
		GNRHR
		CHST6
		UNC13B
		TTLL4
		ZNF687
		C20orf118
		MAPK10
		C13orf18
		FLJ14186
		MAN2B1
		C14orf149
		OR4C13
		C1orf58
		GNG12
		C17orf85
		CHRM1
		UBN2
		CAPN12
		BAGE4
		NANOS3
		ECEL1
		MIR153-2
		SRD5A2L2
		EPHA4
		MUTYH
		TMEM11
		NQO2
		C21orf59
		KCNQ5
		B3Gn-T6
		KRT222
		C2orf34
		UBE2L6
		EPGN
		UNG
		TPBG
		HDHD2
		PBEF1
		HSPC157
		ANKLE2
		AGTPBP1
		SLC9A3
		SPRR2B
		PALM2-AKAP2
		GIPR
		OR2A9P
		NFYA
		UBE2W
		KIF14
		TENC1
		HEATR5B
		C21orf34
		GATA1
		KIAA1012
		ETV2
		RSU1
		RPL4
		PTPRH
		RPS21
		REXO1L5P
		LUZP6
		UBE2N
		GLYATL2
		LSMD1
		MAGEB6
		FLJ41423
		ACAD11
		PAQR4
		SKAP2
		SCHIP1
		PARG
		DNAJC30
		KIF19
		SFRS6
		GPBP1L1
		DUS4L
		KCNJ6
		LGALS7B
		ZNF738
		C20orf173
		MIR379
		CD151
		KLHL6
		NENF
		MIR1302-3
		VRK2
		RDX
		DNAJC9
		CHRNB1
		PHB2
		ADCY3
		FETUB
		NDUFB8
		P2RX6P
		C1orf203
		GRHL1
		GJA9
		PSTK
		DLST
		STOML3
		WNT6
		CPVL
		NBPF16
		FLJ41841
		SNORD91A
		FAM22G
		PI15
		FAM177A1
		PMVK
		FAM9B
		RNF7
		TFE3
		C11orf17
		NXF4
		SNORA11C
		MIR571
		PGLYRP1
		OVCH2
		OR11L1
		MIR1909
		FAM120A
		PCDHGA10
		SERP1
		SNORD36B
		GTF2IP1
		THPO
		TACR2
		RFNG
		FKBP1P1
		SNORA18
		RAB20
		JAK2
		TMPRSS4
		C1orf115
		TNFRSF1A
		FLJ13224
		PRRT1
		PLEKHM3
		SNORA26
		LRP1B
		TNNT2
		PLA2G4C
		ANKDD1A
		ICA1L
		ARHGAP25
		CA9
		OTUD7A
		APOA2
		RPS29
		TTC3L
		TALDO1
		C5orf56
		APOBEC3A
		EHD2
		NCF1
		NUP133
		PFTK1
		SNORD113-3
		PPID
		ELF1
		KCNV2
		CLPS
		C1orf107
		BTBD9
		KDELR1
		PARP4
		CD83
		C19orf22
		VPS16
		DNAJC25
		C18orf58
		TOR2A
		HSCB
		ANP32A
		CLDN10
		TRPC1
		DNAJC1
		CCDC144A
		MIR138-2
		ASZ1
		FKBP5
		SMS
		RRAGC
		C20orf51
		OR4F17
		TAF1D
		C15orf34
		KIAA0368
		FBXO3
		TYMS
		DGKQ
		ALG9
		GPRIN2
		BAIAP3
		HMBOX1
		C1QTNF2
		CCT6B
		FAM90A19
		SPINT4
		GPX2
		MSTO2P
		DNAJC4
		ANKRD20B
		JAGN1
		DEFA5
		TTTY18
		RBP7
		RNF43
		WDR42C
		CSRP2BP
		CD72
		EPB41L3
		CDKN2B
		ZNF480
		SRRD
		PROS1
		SOCS4
		PSMB8
		OR2L13
		ELL
		TBCCD1
		KIAA1906
		BAT2D1
		C2orf69
		EEF2K
		KANK4
		CCDC14
		NSUN5
		SF3B5
		COG8
		KRT33B
		THEG
		SNORD116-27
		KRT34
		ARSA
		FOLR4
		SPTLC3
		TOMM22
		MIR2114
		AGBL1
		BHLHB3
		FLJ30719
		OR1B1
		GPR124
		C13orf33
		SPIC
		RPLP2
		ISCA1
		C12orf48
		ZFP1
		CEMP1
		NIPA2
		C17orf93
		C15orf17
		SCGB1D2
		C6orf170
		TSTD1
		KIF1B
		GNGT1
		MBD2
		TNFAIP3
		PSRC1
		PIGT
		SNORD50B
		MRPL37
		ADAMTS17
		C9orf135
		CLCNKB
		C20orf107
		TMEM205
		SPATA16
		GLTPD2
		PPP4R1
		CNOT2
		ZNF75D
		JCLN
		KRT86
		SLAMF6
		DPP6
		C9orf93
		GPR110
		TRIM47
		TRIM6
		CKS2
		GRID1
		SLC22A3
		SLC25A24
		C14orf50
		MIR152
		PES1
		AVL9
		RFK
		FER1L6
		FOXG1
		TRIM24
		PLXNA4
		SMOC2
		FLJ10120
		ERCC-00046
		KCNH1
		MCF2L
		STK24
		FH
		ZNF695
		FBS1
		MAGEA8
		DNAJB13
		PARVG
		NEU2
		SNORD95
		FAM73B
		KCNH3
		AMPH
		AP1S3
		ASB4
		PAM
		C10orf55
		CDRT4
		CD1B
		FLJ25037
		FLJ14082
		C2orf52
		GRM3
		FCGR2A
		GALIG
		FLJ32955
		ANKRD18B
		ATP11B
		ALOX12
		FSD2
		EIF4E
		C21orf87
		SIGLEC15
		FLJ34870
		CDC2L1
		FLJ45832
		MIR1269
		ZNF409
		BATF2
		Septin 7
		MRAS
		FAM19A5
		CD276
		F13A1
		SLC10A1
		CSNK1E
		SRP14
		PIK3C2B
		CHMP2A
		RTN4IP1
		ZDHHC7
		PPP1R2P9
		FAHD2B
		HMHA1
		ESAM
		HACL1
		PPP5C
		PKN3
		ELFN2
		NARG1L
		BLMH
		DUPD1
		CGI-96
		KIAA0513
		AGRN
		MIR765
		C14orf133
		KRTCAP3
		APBB3
		RNF126
		GPSM1
		CLIC4
		IAPP
		KC6
		MESDC1
		LRP1
		RXFP4
		RAET1L
		KRT4
		KBTBD9
		TUBB4
		DSCR5
		C11orf66
		FASTKD5
		SDF4
		TAP2
		DEFB134
		THSD7A
		NDST3
		LHX4
		GCNT6
		RAB2B
		GOLGA6B
		FAM19A2
		SNORD114-1
		MRPL13
		FMO6P
		CLASP1
		SNORD50A
		SOD1
		MAPKAPK3
		C12orf5
		DPY19L2P1
		TMX3
		TIAM2
		TWISTNB
		NUDT8
		TIGD4
		ZSCAN21
		TBC1D3G
		TMEM196
		CREB1
		HOXC4
		FANCM
		C7orf68
		GLT8D1
		UGT1A7
		GIMAP4
		UPB1
		TARS2
		SERPINA11
		NAT5
		CD28
		RPS6KA4
		ZNRF3
		TTRAP
		SRRM5
		RGS11
		HRES1
		ATP6V0C
		FKBP3
		SLC22A13
		AKAP3
		ERCC-00043
		GOLGA2LY2
		LRRC70
		TBL1XR1
		KLF17
		ANKRD36
		C12orf67
		GABRP
		HBE1
		CPA3
		PVALB
		FAM90A8
		NRG3
		MIR199B
		GSC2
		TMEM39B
		LPCAT4
		ARMCX1
		HCFC2
		PTPRG
		PLEKHG5
		NCOR1
		CMAS
		LRRC26
		MGC72104
		C21orf93
		MIR620
		ELMO1
		TAF11
		SLC3A2
		FLJ35740
		TRIOBP
		SNORA2B
		MBTPS2
		CMTM4
		HIST1H2AC
		CRSP9
		TUBGCP4
		FLJ30851
		CDK7
		WDR44
		HIST1H3C
		KBTBD10
		GDF11
		FBXO47
		CD247
		SOX14
		KIAA1239
		CDAN1
		SYT11
		OIT3
		ZBTB10
		PDZD2
		ZNF585A
		MCC
		IFT88
		RNF111
		HHLA3
		NME5
		PRAMEF6
		ATXN1L
		ZNF160
		ZNF688
		ERCC-00171
		PWP1
		SF4
		DNAH10
		GRIK3
		CACNB2
		PDE10A
		DGCR14
		METAP2
		MIR2276
		NUMB
		RHOQ
		CLCN3
		GPAM
		C6orf66
		CCDC96
		C21orf33
		VSTM2A
		HEATR6
		GRK4
		BRE
		ZNF474
		XGPY2
		FAM9A
		SNX22
		SEC14L2
		SOX6
		CIRH1A
		MIR1226
		OR2B3P
		C20orf117
		C11orf74
		HIP1R
		PDE4DIP
		CATSPERB
		IRGC
		C19orf35
		PEG3
		SGSH
		CXCL10
		PLG
		KIAA0888
		TP53TG1
		FBLN7
		CYP27C1
		UBE2CBP
		JARID1A
		BRMS1L
		ASH2L
		ICAM3
		FBXL16
		TMEM16C
		ZNF594
		RGS12
		RNF190
		NUDT13
		BICD2
		LRRIQ1
		SLC41A1
		DAK
		CLIP3
		DKFZp434I1020
		PPP4R2
		MIR644
		SUGT1L1
		PTGFRN
		PBXIP1
		CASKIN2
		ZMYM2
		DAGLA
		SAPS3
		NEURL
		CHCHD6
		LPL
		CXorf1
		EIF2B1
		CCRL1
		PHKG1
		CHADL
		ZNF567
		C1orf118
		ERCC-00024
		DKFZp761P0423
		MAGOH
		GJC1
		TMEM133
		GPC3
		C4orf34
		CACNG1
		PTRH2
		C22orf39
		STAMBP
		ANXA2P1
		CCDC16
		TMEM50A
		SNX8
		C9orf123
		CCBE1
		TAAR1
		FLJ12529
		CFDP1
		PER1
		RND2
		C19orf69
		BMI1
		ZIM3
		SNORD96B
		LMCD1
		AIFM3
		TMEM232
		MED26
		FAM46C
		DUS1L
		KRT33A
		OVOL1
		CSAG3A
		TMEM183B
		SLC25A45
		RIMKLA
		MARCO
		UPF3B
		TUBGCP5
		HLA-DOB
		MGC12760
		C22orf15
		TPPP
		TIGD3
		C13orf34
		CALD1
		SPG3A
		PDCD1LG2
		APBA3
		ZNF689
		NSMAF
		IL9
		HMGCS1
		POLR3F
		ZNF570
		TLE4
		PKP3
		DHRS1
		C10orf113
		C20orf43
		UPF2
		SORBS3
		C4BPA
		JPH1
		CPT1A
		AGBL2
		C10orf6
		ACTBL2
		UCP3
		SFXN4
		KRTAP22-1
		PLA2G12A
		PIP5K2B
		GBP5
		FAM90A2P
		CX3CR1
		MON1A
		C2orf88
		LIN7C
		SNORD79
		C14orf2
		MIR665
		RABL5
		CGB8
		ZNF391
		EMR4
		SERPINA3
		MAGEB10
		MIR718
		SNORA73B
		C3orf55
		MCPH1
		SLC26A7
		BMS1P5
		HIST1H3J
		KIAA1432
		CLEC9A
		HSD17B14
		UGT8
		DEPDC4
		SAMD4B
		SCAP
		OMG
		AP2A2
		MAP7D1
		ZNF214
		ODF4
		TRAM1L1
		PAX5
		AOX1
		DTNA
		LY96
		IL1R1
		GEMIN5
		HRSP12
		CTTN
		KIR2DL5A
		RELL2
		MAB21L1
		PHKB
		CCT6A
		C22orf43
		YIPF3
		ZNF503
		FLJ12688
		GKN2
		UQCRH
		BTAF1
		RPP38
		SNORD108
		KLRB1
		PSD3
		ISCA2
		NLRC3
		AXUD1
		NSUN4
		GNB3
		HECW1
		HMGB1
		DUSP8
		LBR
		CLCA3
		DARS2
		CDC25A
		C17orf103
		DBNL
		PTGER3
		FAM90A3
		BCL2L12
		ACTR3
		KIF26B
		ZNF225
		GPHN
		C14orf72
		SNORA56
		MIR193B
		SLC22A18AS
		MGC45922
		ELP4
		OR2S2
		IER2
		LILRA4
		MALT1
		ARVCF
		FBXO16
		C5orf33
		ZNF783
		ZNF85
		ZBED3
		FAM109A
		TFDP2
		NLRC4
		B3GALT3
		C16orf7
		FOXQ1
		ZNF764
		NBPF5
		DSP
		C14orf23
		IRF1
		FAM20A
		ZNF230
		EPDR1
		C11orf75
		C4orf44
		TRPM8
		MGC15705
		KCNIP3
		PHKG2
		KCNT1
		NGRN
		EXT2
		MOBKL1B
		PTPN12
		CRY2
		LASS1
		TMEM60
		SCARNA10
		SNIP1
		CLDN11
		C6orf130
		MXRA8
		MAML2
		C6orf192
		ERCC-00109
		ABHD4
		NFATC1
		RAC2
		RPS23
		PRICKLE3
		SSX2
		PRDM9
		PLUNC
		INTU
		CTDSPL2
		APCDD1L
		NAPG
		SHISA3
		MRVI1
		ZNF581
		PLP2
		HTR2C
		HAGHL
		C10orf84
		PPP3R2
		MRPL19
		RBM33
		MURC
		TMEM150B
		MIR377
		PAFAH1B1
		KATNAL1
		LRRC16
		MEIS3P1
		CNTN4
		TBC1D5
		FLYWCH1
		DOCK8
		MUC16
		MRPL33
		CEACAM20
		C9orf27
		ZNF154
		KIFAP3
		TMEM84
		BTBD17
		HBEGF
		POU2AF1
		MRPL12
		CYP21A2
		MIR192
		ACBD5
		CCDC137
		LRRC58
		CKB
		DBX2
		RASD2
		C6orf191
		HNRPA1L-2
		ERCC-00145
		FZD2
		PARVA
		PSMB6
		PHC3
		RNF34
		OR7D4
		FAM102B
		TMCO5A
		MT1P2
		CCNI2
		LRRC37A2
		MGC22014
		SH3GLB1
		MIR320A
		PAG1
		FLJ37512
		NEFM
		FAM55A
		APOL4
		USP16
		DEM1
		SCML2
		SYN1
		LETM1
		APBB1
		PIB5PA
		HMCN1
		FGD4
		FAT2
		DYNC1LI2
		GDI1
		OR4C16
		VSNL1
		C3orf47
		PDXK
		RAET1G
		C7orf42
		LRRC4
		N4BP2
		ARHGAP4
		COX17
		CCDC83
		EPHA5
		C16orf33
		ERMP1
		OVGP1
		TMCC2
		SFRS13A
		TCF12
		HACE1
		HAL
		ARL4C
		LASS6
		EMG1
		PRRG4
		ACTRT1
		ARMC8
		VPS36
		FLJ40606
		NUPR1
		SMCR5
		TP53INP2
		C10orf31
		CRHR2
		FADS2
		ALX3
		PRO1768
		GPR64
		FLJ35801
		EGR1
		FAM197Y2
		CNGA1
		RDH5
		OTX1
		STON2
		PTGFR
		SSR3
		FAM171A1
		MFRP
