Names	total	elements
		ARGFXP2
		IGFBP7
		SCN4A
		ARHGAP4
		COX17
		PRR10
		ACPT
		GTF3A
		ERMP1
		FREQ
		KRT3
		HACE1
		C1orf111
		C19orf36
		MYOT
		C3orf20
		ATG4B
		PLEKHG2
		MAL
		C4A
		TMEM44
		HDAC7A
		PNMAL2
		VPS36
		PPP2R1B
		ERCC-00104
		C1orf190
		ALOX15
		FLJ40606
		SERPINB7
		RNF144A
		CST1
		CXorf67
		SNORD4A
		DULLARD
		CCL7
		VPS41
		SNORA11E
		SLC6A18
		RPS13
		BCL9L
		MYL6
		MRE11A
		C13orf39
		PRO1768
		KRTAP10-2
		RGS19
		ALDH1A2
		HLA-DQB1
		ZNF441
		NRAS
		MIR548N
		CCL17
		KIAA1271
		RDH5
		DYM
		ZNF410
		ZW10
		CDR2
		MSX2
		OR1D2
		OR1G1
		RPS19BP1
		KIAA0853
		FBXO33
		SSR3
		FAM171A1
		FAM69B
		TRAT1
		ZCCHC24
		PLAGL1
		SNORA13
		PCLO
		ARIH2
		S100G
		GUCY1B3
		NR5A1
		HILS1
		C4orf48
		PARP11
		TRIM53
		ZNF595
		IL17A
		ATP2A1
		PAXIP1
		VPS26
		MAP4K1
		CCDC45
		CCDC138
		OR5M1
		C9orf6
		ARPC5
		NBPF6
		CYP2A6
		ZNF826
		USP13
		ABCA8
		SYNGR2
		FAM110A
		SLC19A3
		CDC37L1
		PRPF4B
		PGLYRP2
		BNIP3
		NBPF20
		KIAA1843
		CUEDC2
		WDR24
		C4orf19
		OR1L1
		GTF2F2
		KSR1
		RORB
		STAC2
		NHP2
		FAF1
		HMX2
		P2RY1
		RAB27B
		SOX30
		AP2A1
		C2CD4C
		VBP1
		MORF4L2
		MTFMT
		FAM22B
		GATS
		LUC7L
		C1orf88
		DKFZP434L187
		C17orf54
		AKAP10
		MIR549
		NCCRP1
		ALG13
		CRB2
		KLRK1
		SNORD47
		OR1J1
		P2RX5
		C10orf72
		WWC1
		MIR363
		PLS1
		CD248
		TCP11L1
		RAB23
		SENP6
		DRD2
		FN3KRP
		OR2A5
		COPS2
		SMAD7
		PRUNE
		SPEF1
		VLDLR
		MAP2K2
		TMC8
		C11orf85
		PDGFB
		MOBKL3
		MPI
		UQCRB
		P4HTM
		MEPCE
		PHOX2A
		ZNF221
		FAM90A18
		TUBB4Q
		SPR
		RTN4RL2
		PIP5K1A
		ANGEL1
		BTBD2
		NGB
		PCNA
		PCDHB2
		AMY2A
		CLUL1
		C14orf143
		TWF2
		ZRANB1
		DOLPP1
		RSPO4
		SARM1
		CYC1
		RAD52
		RPL22
		XKR7
		PEX13
		MRPL20
		MIR593
		NYNRIN
		MAN1C1
		FAM90A7
		RCVRN
		ZNF518A
		MFSD2
		FLJ16793
		NR1H2
		CD226
		TCTN1
		GPN3
		PDILT
		TNMD
		SMN2
		KRT36
		DPYSL5
		SNORA14A
		DPEP3
		TMEM146
		PTCHD2
		NICN1
		EIF5A2
		KLHL35
		PKP4
		SHPRH
		HBD
		CYB561D2
		IRAK3
		OBFC2B
		REV1
		LUZP4
		C20orf71
		OXR1
		GAMT
		ZNF259
		TSPAN33
		TREML4
		TUBA3D
		SNORD57
		PWRN1
		C1orf52
		C6orf199
		DEFB104B
		AOF2
		OPRS1
		MIR24-1
		SETD5
		CIDEC
		KRTAP4-2
		C2orf24
		SFRS2IP
		MTIF3
		PYCR1
		NKX6-3
		CDK5R2
		CRTC2
		MADD
		SLC4A2
		SNORA32
		RBM46
		WDR78
		C11orf55
		TMEM55B
		SYCE1
		CENPA
		SLC12A9
		GSTT2
		OR7C1
		NDFIP2
		SNORD44
		POTEA
		ABCB5
		AGFG2
		MAP3K10
		RBMY1J
		MAP7D2
		USP2
		OBSCN
		MGC119295
		MAN2A1
		DPY19L2
		FRAP1
		FAM190B
		RND3
		NAT13
		RBL2
		SRGN
		OR51T1
		CSNK1D
		TRIB1
		C1orf128
		RDH16
		MIR376B
		CD46
		RALGDS
		OR5AN1
		ASPHD1
		PRMT6
		KCNE1L
		ZNF630
		SLC26A11
		RCAN3
		TAF4
		C4orf33
		LYPLA2
		TRIM9
		C16orf88
		C19orf56
		PRSS3
		GPR149
		UTP14A
		C14orf181
		AFM
		ACPP
		RETNLB
		ZNF195
		MARLIN1
		ANKRD24
		PCDHGA12
		LRRTM1
		S100A6
		TFRC
		TINF2
		GJB7
		RBPMS2
		ZNF787
		C17orf87
		C1orf185
		CMTM6
		PPT1
		RPL23AP7
		C6orf125
		COX4I2
		KEAP1
		B3GNT1
		BCL2L13
		ABLIM2
		GOSR1
		C12orf57
		MIR602
		JOSD1
		NIPAL2
		WASF3
		DYNC2H1
		DRG1
		TBL1Y
		PRR4
		SPCS1
		ARFIP2
		FLJ45684
		SLC10A2
		KRI1
		PLEKHF2
		PEX6
		FAM90A12
		IRG1
		FAM173A
		PRIC285
		GTSCR1
		PMS2L11
		PLAA
		AKAP4
		C5orf54
		PTF1A
		OR5B21
		ARNTL
		WDFY1
		CST5
		LCE3B
		ACCN5
		MTNR1A
		ZBTB6
		PUS10
		MIR125A
		MIR581
		SLC7A8
		SHMT1
		MOGAT2
		FAM149B1
		COASY
		CLTC
		RAP2B
		SNORD113-2
		SNORA11
		AMAC1L3
		TLR3
		ALKBH4
		NXT1
		TMEM194B
		KCNK4
		FAM86B2
		USP37
		SPACA5B
		Septin 8
		PRICKLE2
		IPF1
		KARS
		MSTP9
		SEMA6A
		FAM131A
		GMEB2
		STAG3
		C9orf114
		HMGA2
		EPHA1
		EIF4G1
		MTPAP
		TOPORS
		C19orf20
		ZNF558
		DNAH2
		C4orf50
		CREBL2
		ZP3
		BCAS4
		ICK
		LEAP-2
		ITGB3BP
		ANGPT2
		EIF2C1
		HLA-DRB6
		YWHAB
		ATP6V0A4
		C3orf54
		PHLPP1
		CUL1
		TPRX1
		CCRK
		C1orf19
		GOLGA7
		PHLDB1
		DNAJC6
		C16orf74
		MAGEC2
		TPD52
		PRKCE
		PSMA4
		FLJ42291
		JAG2
		RILPL2
		MIR1913
		STX3
		DHFRL1
		TGM1
		SLC37A4
		TBC1D3F
		OR51L1
		DDX19A
		PDPN
		PLCXD1
		PHACTR4
		NDUFB10
		CACNA1D
		KIR2DS4
		PRKAA2
		C1QTNF4
		SGPP2
		RGS5
		PPP1R2
		PP8961
		OGT
		ST3GAL2
		RLN2
		DNM3
		MIR514-2
		SPACA5
		SMYD4
		FLJ44881
		TSPYL3
		C10orf41
		C17orf61
		SMCR7L
		NIP7
		TCP11
		FLJ25404
		FASTKD3
		FLJ35934
		SS18
		CARM1
		ECM2
		TRABD
		C11orf21
		LATS2
		IKZF2
		FLJ33630
		TNC
		MIXL1
		TYW3
		DLG2
		GADD45G
		LRRC52
		KRTAP5-1
		ZC3H7B
		ADAM6
		IFITM3
		DSC3
		TBX4
		ANAPC11
		CNR2
		DVL3
		MN1
		FAM83G
		ATP5SL
		PNRC2
		TBCC
		ERCC-00077
		SLC22A17
		EBF4
		DEFB107A
		CAPN13
		HTR2B
		CLCA4
		SMURF1
		MYOM2
		CCDC140
		CRYAA
		C5orf25
		TPM4
		HDX
		FAM105A
		ZNF619
		SERINC5
		MAPKAPK5
		IGSF10
		ELK1
		HMGB3L1
		RBP4
		EAPP
		OR5B12
		MYO3A
		C8orf80
		MGC10701
		CDO1
		CPSF1
		MAPK6
		OR2A2
		LGMN
		GPR183
		KCNH8
		CT47A7
		OR13C8
		RPL21
		PHCA
		RN5S9
		OR9A4
		CLIC3
		PHF6
		NOL12
		FAM47C
		NUBPL
		PIWIL4
		NUBP1
		KIF6
		HNRPR
		PRKG1
		SMARCD2
		PLXDC2
		MCOLN1
		RIN3
		SBF2
		GLTSCR1
		MGC42630
		MBD6
		CDH16
		SORBS1
		PEA15
		COL4A4
		FGF7
		NPC1L1
		C8B
		HNRNPF
		LRCH2
		TMPRSS5
		MB
		LIFR
		KRTAP3-1
		NODAL
		C7orf59
		LSM5
		KCNAB2
		MGA
		SLC35D3
		C16orf13
		GTF2F1
		IL3RA
		SGCA
		PPME1
		TRAPPC1
		NELL1
		EFHB
		ANKRD13C
		UBA6
		CCDC53
		ZNF451
		C2orf54
		POLE2
		GRIK5
		KIAA1529
		NIN
		RPL23AP53
		ORMDL2
		MUL1
		MIR196A1
		WDR40A
		PLA2G15
		PSAT1
		GDPD3
		SBDSP
		C15orf63
		OR1A1
		ITPA
		ZNF226
		FLJ11235
		C16orf82
		HCG4
		WIPI1
		APH1A
		JARID1D
		PUS7
		VHLL
		THAP7
		TMCO4
		ZNF777
		RALA
		CAD
		FAM21D
		TMEM190
		SPOCK2
		RNF144B
		ZNF841
		C14orf148
		RPS12
		PRODH
		ACAT2
		TFAP2C
		FAM109B
		PTH2R
		RPA1
		ACTR1B
		PLEKHM1
		CCDC105
		OPRD1
		OR2B11
		WNT8A
		C19orf12
		ELOVL6
		EPHX1
		CD63
		NCBP2
		TOP2A
		SLC20A1
		SLC30A10
		SIL1
		DNAJC2
		NR5A2
		GADD45GIP1
		RIPK1
		SOX8
		SPTB
		UNC93A
		IFNA13
		MTHFS
		CSAD
		DEFB126
		TRIM54
		ALDH1A1
		ZNF674
		ABHD3
		RAPGEF3
		EIF2A
		LGALS9
		MAPK3
		MIR495
		SLC20A2
		GALNTL1
		SPINT1
		TTF1
		SNORD84
		MAP2K1IP1
		CCL28
		C1orf84
		ZNF367
		SSX1
		HMGCL
		C20orf144
		MSI2
		NEXN
		H2AFB1
		FOXF1
		TXNDC14
		SLC25A6
		CCBL1
		C1orf74
		PRSS23
		ANK1
		DCP2
		MIR557
		SNORD80
		RPL14L
		UBAP2L
		NHLRC4
		CASZ1
		AGRP
		PCDH8
		MIR181A1
		PRPF18
		FAM75A2
		CXCL1
		TCEAL5
		KIAA1191
		MIR100
		BCAS1
		PDZRN4
		USP26
		VAMP3
		MIR1301
		CD81
		FRK
		TBX19
		ARPM2
		DCAMKL3
		CRNN
		C1orf150
		TRRAP
		GRN
		TRIM71
		MRPL40
		BEX1
		TMEM16B
		SCAMP1
		SEMA3D
		LDLRAD3
		SLC26A9
		LRRC59
		KHSRP
		SLC36A2
		SLC25A19
		IL8RBP
		TGFA
		MAPKSP1
		MMP17
		PROM1
		CBLN4
		KIF15
		TAS2R40
		MIR10B
		AP3S1
		KLF14
		OR52I2
		DYNC1I1
		SLFNL1
		SNORD18C
		SDF2
		BAP1
		C14orf70
		TREH
		PAR5
		NME2P1
		CYLD
		ITM2A
		OR11G2
		SPON2
		WSCD2
		CEBPA
		NECAB3
		C6orf165
		USP17
		SELT
		CHRM2
		NPIP
		MLLT10
		KCNH5
		OR5K2
		TDGF1
		NRIP3
		THOC6
		C6orf218
		DGCR6
		SAP30BP
		ABHD11
		FLJ46154
		PAIP2B
		PREI3
		WDR67
		THUMPD1
		ARID4A
		LGI3
		CLYBL
		C6orf118
		FAM194A
		DMAP1
		SLC39A3
		XKR8
		KIF13B
		FAM84A
		DISP2
		AQP5
		CFHR2
		DDX51
		LCN1L1
		CCL21
		YLPM1
		PRKAR1B
		RPTN
		ITFG1
		IL16
		MSTN
		FAM189A1
		HAUS5
		GPR109A
		VCL
		MIRLET7D
		TCF3
		SFRS7
		KRTAP8-1
		SUFU
		CCDC88C
		TMEM191A
		NEUROG1
		TXNDC11
		RAVER2
		SPATA5
		SMC5
		MIR324
		CYP2C8
		GBP3
		C13orf3
		TMEM220
		C8orf41
		PPFIBP2
		C11orf24
		C11orf63
		TMEM128
		UBA5
		LRRC3
		MGC48628
		DNAJB5
		MOBKL2C
		CSN1S1
		MAGEL2
		SLC29A2
		COPB1
		MATN2
		SNORA28
		ANGEL2
		OR2AG2
		ZMYND11
		C19orf24
		FGFBP2
		TMEM213
		PSORS1C2
		RAD51L3
		OR1N1
		GLT25D2
		OR4K5
		C19orf57
		ACMSD
		C15orf56
		FLJ46257
		AMN
		GPR137
		URG4
		ERCC-00035
		ZNF700
		OR5AK2
		MIR194-2
		NFX1
		ARMET
		SLC45A3
		TMEM219
		OXSR1
		MIR325
		RPL13A
		ADH1B
		OR2T3
		RGP1
		HTRA2
		SNORD10
		KIAA2013
		ADAD2
		KCTD7
		EMR4P
		ZNF98
		POLR2J2
		HLA-B
		CD300LF
		KIAA0319
		NEDD9
		WBSCR28
		SMPDL3B
		ZNF431
		CACYBP
		OR51A4
		FLJ36777
		SETD7
		GCAT
		RBM8A
		MIR586
		GPX5
		LAPTM5
		SNORD113-4
		TAF9L
		SHARPIN
		PDZK1
		ZNF443
		AKT1
		UBIAD1
		OR1J4
		RIMS2
		ZNF323
		SLC34A2
		TEX13A
		EIF4A2
		SEC14L4
		RPGR
		RRM2B
		OVCH1
		SLC5A1
		CISD1
		SYT14
		FLJ22536
		FLJ32154
		C6orf25
		STAC
		CRTAC1
		SCN8A
		UNC93B1
		KLHL17
		NDUFA9
		JARID1C
		LILRA3
		FAM159B
		AURKC
		CAMKK2
		C3orf50
		TBC1D2
		RAB27A
		CSF2RA
		PEX19
		PNLIPRP1
		MIR425
		NOV
		MUC5AC
		FLJ12078
		LRP4
		SLC5A2
		C7orf34
		ZNF28
		PFN1
		PNO1
		SNORD74
		SOX11
		OR2F2
		POP5
		ZBTB44
		SCARNA27
		FAM65C
		MKI67IP
		MRLC2
		C20orf108
		PKD2L1
		C3orf35
		ERCC-00137
		SYVN1
		VOPP1
		MAP7D3
		LTC4S
		FCRLA
		SMARCA2
		CABLES1
		MIR874
		ADH6
		RBM27
		CLDND2
		ZNF222
		COL6A1
		FOXD1
		MIR508
		OR4N2
		DSN1
		KCNK18
		BCL11A
		MIOS
		F11R
		HSD11B1
		OR2T35
		ZNF490
		ARID4B
		SNORD12
		MGC27348
		MIR1264
		TMEM199
		CTSH
		REM1
		PAF1
		SFT2D1
		SP5
		PTK6
		FKBP9
		RABL2A
		SERPINC1
		NPS
		CNIH3
		MFNG
		ZZZ3
		ZNF436
		PJCG6
		PAQR9
		VTI1B
		MYST2
		NUDT15
		APOA1
		CEPT1
		GPR103
		KPRP
		PEG10
		IMP5
		PHF10
		DGAT2L3
		CXorf45
		TTLL8
		FAM70A
		GPC6
		PLA2G4B
		NMD3
		DLX1
		TMSB4X
		PPA1
		DPAGT1
		ZNF398
		VPS13C
		SSBP1
		SUPT7L
		PDIA4
		C12orf8
		SHKBP1
		AGMAT
		CSF1R
		TULP3
		B3GALT1
		CCDC73
		KIAA1026
		UGCGL1
		GAB1
		CRISPLD2
		TMEM90B
		TRIM15
		ZNF557
		CLPP
		CEP57
		KCNN4
		DGCR2
		SDCBP2
		SESN2
		AP4E1
		KIF3C
		EPB41L5
		RUNDC3A
		PGD
		CDH4
		TMEM168
		DEFB110
		ITPRIP
		GLI4
		GIT2
		MIR30C1
		RPL26L1
		RNF128
		PXK
		KLHL3
		HSPG2
		TNR
		FTSJ2
		PYCRL
		ATPAF2
		TEX101
		BAX
		NTF5
		SLC22A9
		CP
		SSTR5
		SFRP1
		RPS26P10
		LRRC14
		RPS26P11
		ABCB8
		LAT1-3TM
		NPFFR1
		TRIB2
		UGT1A3
		INPP5A
		CCDC115
		ZNF562
		SDCCAG3
		AHSP
		USH1C
		SRF
		C17orf76
		B3GAT3
		PKD2L2
		CLN3
		STX4
		KRTAP19-3
		C19orf16
		TPPP2
		MBOAT2
		UTX
		RNF44
		WAPAL
		IL7
		CXorf12
		ZNF383
		C20orf45
		RBL1
		SCARNA17
		TOB1
		CSF2RB
		PARM1
		ELMOD1
		FAM64A
		MS4A14
		SNORD8
		UBXN2A
		GARS
		C15orf40
		PRSS1
		PNPLA2
		ELAVL3
		VPS13B
		C14orf101
		UBC
		RPRML
		SNCB
		C3orf67
		ADRBK2
		SLC2A11
		KCTD1
		TRAPPC6B
		GPLD1
		NRSN2
		DHRS2
		SPANXE
		TOP1
		SPOCK1
		HMSD
FC_GSE131617	837	ANKRD45
		KCNJ2
		KLHL2
		SLC25A3
		HOMEZ
		DCAF5
		C12orf66
		DDX5
		COPRS
		RGN
		ZEB1
		USP47
		PARN
		CYTH1
		RPL34-AS1
		NDUFAF4
		UBE2F-SCLY
		HEPH
		LYAR
		SLC12A8
		TEAD1
		FADS1
		DMC1
		CACNG5
		FAM209A
		SLC12A4
		CRYGC
		ITM2B
		STK26
		GPC5
		TRPM6
		CECR2
		VGLL3
		ZNF83
		RNF103-CHMP3
		DDB2
		LOC440792
		ALDH18A1
		LOC401191
		PF4
		RFXAP
		EMP2
		IP6K1
		TPM3
		ORM1
		OR5R1
		N4BP2L2
		ADP-ribose
		B3GNT7
		BTN3A1
		NOP9
		ASCC1
		CHMP1B
		TPCN1
		NPTN-IT1
		RWDD4
		SNORD16
		inorganic
		CARD8
		SSX7
		ALAD
		ADAMTS16
		PP13004
		LOC401261
		NCDN
		PTMS
		BRK1
		RYR1
		C3orf52
		PPBP
		LIF
		KIAA0355
		METTL21A
		RASSF5
		ZNF552
		KDM6A
		ZNF549
		AHCYL2
		XGY2
		DAPP1
		ABCF2
		ANKRD10-IT1
		MFAP5
		GLG1
		X-linked
		ARL6IP6
		NEBL
		DIDO1
		MCOLN2
		NQO2
		PLCXD2
		NEU1
		SELENOP
		STK40
		PCCB
		ENHO
		LOC100131043
		COLEC11
		MYH1
		ASAH2
		AHCYL1
		SMPD2
		ALPP
		EIF4A3
		RTCB
		HP
		MAGOHB
		MT1G
		OR13C9
		RAB38
		NPPA
		RALGPS1
		ARHGAP42
		MFSD4A
		ZNF146
		SLC25A18
		ZNRD1
		ALDH6A1
		OMD
		SLC4A5
		HOXB8
		KIAA1161
		TNKS2
		COG4
		DNAJC11
		SGF29
		PDSS1
		WDR91
		OR10T2
		LOC100129721
		FST
		HARS
		PARK7
		EIF3D
		RNF7
		SPAG9
		SERTAD1
		LGR5
		ANTXR1
		RHCE
		PTGS2
		BMP7
		C6orf141
		TEX2
		HPGDS
		INPP5B
		HNRNPK
		LINC00174
		LOC105378419
		EAF1
		POP7
		GYPA
		IK
		CYP4F12
		GCH1
		GPR157
		CEBPZ
		MELK
		APTX
		SNCA
		SLC48A1
		NPNT
		PCDH11X
		NTPCR
		RIMS1
		WSB1
		ERH
		CSRNP1
		PIK3CD
		SLC6A16
		ITGA2
		USMG5
		LOC100419706
		ZNF530
		NR4A3
		ULBP1
		IL10RB
		WWOX
		PTPN9
		KLF9
		IL1RAPL1
		HIST1H2BE
		C1orf220
		RGS18
		ALAS1
		ALKBH7
		FAM104A
		OR13F1
		CRTAP
		TK2
		FBXO15
		CREM
		CCR7
		CKS2
		SRL
		KRTAP13-2
		GADD45B
		A
		ZFX
		CFAP70
		DCDC1
		FAM63A
		VPS26B
		HOXB1
		CACNA1C
		EGR4
		yeast
		VAC14
		NUTF2
		OGFRL1
		HMOX1
		CITED2
		RABIF
		IP6K2
		GAREM1
		HNRNPD
		CLEC4D
		LALBA
		NOL4
		HEATR5A
		ZNF555
		EMB
		LMNB1
		PNPLA3
		LOC100129518
		SPAG5
		NEK5
		SRP14
		ALG10B
		CCDC117
		TUBB2B
		SRSF7
		HAUS1
		WBP2NL
		NTRK2
		FOXN3
		CCDC3
		NEUROD2
		PFKFB2
		KIAA0513
		CRH
		PXMP4
		TEDDM1
		TLR10
		DKK3
		member 2
		TNRC6A
		TAS2R9
		ADHFE1
		SLC6A1
		DCAF6
		SCG2
		MS4A4A
		CAPNS1
		TDRD3
		SPOP
		CXCL2
		ZMAT1
		ENTPD1-AS1
		TCL1A
		ACOT11
		LDHAL6B
		DRICH1
		GPR161
		ACSBG1
		CTLA4
		CCNB2
		KRT6C
		CSGALNACT1
		PRC1
		CSMD2
		HIST1H4D
		NEO1
		RPS3A
		MYT1L
		RPSAP15
		ROPN1B
		ABCF1
		KYAT1
		ZNF624
		SLC38A3
		MRPL14
		BBS4
		CEP55
		KCNG3
		PRPF8
		MGAT4C
		TIMM23
		TMEM50B
		UBE2O
		SP140
		ZNF880
		TOM1L1
		LINC01126
		OSBPL1A
		F2R
		FAM206A
		C14orf93
		SPINK4
		TMBIM6
		ZNF423
		SART1
		HSP90AB1
		ARF5
		CCT3
		MAPK13
		TUBA3FP
		APLN
		OR56B1
		HRH1
		PKHD1L1
		GGCX
		OR2A25
		LOC105373326
		RPL9
		IST1
		TARDBP
		HDAC11
		ZFP2
		PTPRN
		RNF24
		LOC100128775
		SLC29A1
		TCTE3
		ZNF606
		SRPX
		ODC1
		MBNL3
		ADIPOR1
		EMC6
		NACC1
		DGKA
		DET1
		ZNF559-ZNF177
		TRPM3
		ZNF532
		TACR3
		CA8
		RNPS1
		OSBPL2
		HEXA-AS1
		YBX1P4
		CLSPN
		PPP6R3
		MFSD14C
		CBX3
		PLGRKT
		YARS
		SLN
		AKR1C1
		CHURC1-FNTB
		PTPRM
		SLC7A1
		SSPN
		OMP
		HS3ST2
		TBC1D15
		APH1B
		NONO
		SH3BP1
		RARRES1
		EXO1
		SLC35F2
		DOK2
		FAXDC2
		ECEL1P2
		EBNA1BP2
		CUTC
		CTDNEP1
		RAB39A
		AGMO
		ATP5L2
		ZNF135
		WFDC10B
		TSNAX-DISC1
		SIRT1
		FOSB
		SYCE1L
		TMEM183B
		ZNF789
		GNB1
		BRS3
		LY86-AS1
		LARP4
		LOC100288637
		LRRC27
		SNRNP200
		RPS25
		ZFAND2A
		TPST1
		CKMT2
		MKRN1
		NXT2
		SUCNR1
		P2RX7
		TBC1D3P1-DHX40P1
		LRAT
		NOXRED1
		TIMD4
		LOC100128401
		LBH
		HAP1
		ZFAND2B
		KRTAP13-1
		HEXA
		USP39
		SCAF4
		BHLHE41
		LOC285097
		KAT7
		HNRNPA1L2
		ADARB2
		HIST2H2BE
		STARD7
		MLYCD
		CH25H
		AP1S1
		SAV1
		EFCAB11
		LOC389765
		B3GNT2
		HOPX
		FAM216B
		METTL1
		MYB
		CDC25A
		CASS4
		CHPT1
		USP29
		USP30
		AMER2
		KANK1
		ZNRF2P2
		LPP
		RNF122
		DCHS2
		RGMB
		DGAT2L6
		LAMA2
		ADD3
		RPS14P3
		DEPDC1B
		ITIH5
		MTM1
		RFX5
		ITLN1
		FABP7
		C5orf24
		AK3
		C18orf8
		GJA1
		LAPTM4A
		CAMK1
		LINC00574
		MYOM1
		ILF2
		RGS16
		OR14A16
		UQCRBP1
		DIP2C
		RNF141
		MAGEB18
		DEFA4
		RNF208
		PTPN11
		PLK3
		KDM5C
		PHKA2
		ATF3
		CALML4
		OR56A1
		RFTN1
		GDF6
		ATP6V0B
		IKZF1
		LINC00173
		type 2
		UBQLN4
		AKIRIN2
		HIST1H3B
		LSM14A
		RPL12
		TSPAN8
		IGSF1
		SLC40A1
		GOLPH3
		TMCO5A
		class I
		MRPS17
		CLPTM1
		AMZ2P1
		RAP1GAP
		URI1
		GNG10
		ZNF774
		COL21A1
		TNNI3
		FGD4
		CMC4
		CPSF7
		EEFSEC
		PTPRB
		SIPA1L2
		CCNG2
		WDR88
		AQP4
		PPARG
		COLGALT2
		APLNR
		SLC7A14
		EMC3
		PRKCD
		IDNK
		ANKS6
		MID1
		PRSS35
		CYP4F3
		EGR1
		SELE
		RNF20
		PIK3C2A
		OR4N4
		FSTL4
		ASPH
		TM7SF2
		YY1
		UBR5
		NRBP1
		THTPA
		TRIM40
		EYA1
		C11orf71
		NPTX2
		TRPV2
		PLA1A
		FBXW12
		RNF113A
		BLID
		TMEM47
		TIGIT
		SLX1A-SULT1A3
		APOA5
		Hsp70
		SDC4
		SLC1A2
		PSMB2
		RNF19B
		SAMD8
		WARS
		SUMO3
		ASPA
		PPP2CB
		ARHGEF3
		MS4A8
		MORN3
		3-Mar
		GM2A
		SLAMF8
		LOC100996333
		RUVBL1
		STX11
		CYP7B1
		KXD1
		HARBI1
		SCGB1D4
		PRKX
		NPAS4
		KIF2C
		SPATA41
		NPR3
		GALC
		CCSAP
		TMC1
		CAMLG
		DPYS
		KRTAP6-3
		CDH26
		FAM53C
		GALNT12
		SALL2
		ABI3BP
		PRR15L
		C12orf60
		KCNK1
		SLCO1A2
		USP45
		FAM226A
		HRASLS5
		MTMR10
		CCL4L1
		KCNJ10
		PTX3
		CDC20
		TMED2
		STYX
		FCHSD2
		CREBZF
		ADCY8
		GID8
		UBD
		RPL6
		ITPR2
		PRKAG2
		KAT6A
		CELF3
		FRMPD2
		UBE2B
		FMO1
		SLC35F3
		MTUS1
		KHDRBS2
		TMEM187
		CPQ
		ZBED8
		CTNNA3
		STX16-NPEPL1
		AIMP2
		AP3B2
		C1 / C2
		MAP4K5
		EGR3
		ZNF813
		FUT10
		LOC100505915
		ACTN2
		GPR88
		DCTN6
		POLR2D
		TMEM100
		DHRS9
		B3GAT2
		LYPD6
		PDIA5
		CNEP1R1
		TMSB4Y
		ARPC2
		ZBTB37
		TMBIM4
		ETNPPL
		TMEM51-AS1
		KDR
		TBC1D4
		BBS2
		ABCG2
		KRTAP12-1
		CLSTN1
		CHCHD3
		IKBIP
		NOCT
		DOCK9
		PEX2
		SESN3
		ASPM
		LRP6
		LRRC55
		RANBP3L
		SH3BP5L
		ALLC
		FAM198B
		PHBP19
		RNFT1
		NXPE4
		FOXO4
		NFIX
		AKAP1
		TRIM13
		ANKFN1
		SP1
		FFAR4
		AP1G2
		HOMER1
		MCM9
		FOS
		QIQN5815
		CCL8
		JUNB
		RIBC2
		PAMR1
		CXCL12
		TMEM198B
		HNRNPM
		ARL14EP
		DIAPH1
		SPIRE1
		CORO1A
		RRM2
		CD52
		C1QTNF3-AMACR
		GJB2
		CAV1
		FMO5
		DNAH9
		DLX5
		SRPRB
		VWA7
		NCAPD2
		DNAJB9
		MPZL3
		TVP23C-CDRT4
		TXNDC2
		SPC25
		GPN1
		CHD4
		IKBKE
		ACAD10
		ZNF34
		PRLR
		AQP4-AS1
		WFDC11
		CATSPER3
		ANAPC5
		GDI2
		SLC46A1
		ATP6V1G2-DDX39B
		HJURP
		GFAP
		CDC16
		KIF24
		IFNA4
		RGS9
		KRTAP4-1
		RAB30
		MPDZ
		HIST1H2AH
		CCR10
		RARG
		OR5AR1
		SSSCA1
		GNA14
		TSPAN6
		MIR646HG
		SRSF9
		MLEC
		somatic
		TNFAIP2
		MTSS1
		MEST
		FERMT1
		TCEB2
		ZNF733P
		MLANA
		SCAND2P
		RPS7
		CHD5
		CEP295NL
		CFAP52
		MYRIP
		GCG
		SLC39A11
		MAD2L1BP
		PPP1R1C
		CHST5
		LYRM4
		OR5V1
		TTC23
		NPTX1
		SART3
		ZC3H10
		SLC6A9
		USP22
		CTPS2
		ZNF295-AS1
		ARF3
		LOC400927-CSNK1E
		APOC4-APOC2
		KIF20A
		ANKRD27
		GPM6B
		PLB1
		RAB9BP1
		KRTAP9-7
		MAP2K1
		POMT2
		GPR156
		CNPPD1
		LOC100506603
		SEMA5A
		2-Sep
		OAZ1
		NLGN4Y
		GPRC5B
		TMEM254
		ELL2
		PSMB1
		GMDS
		DDR2
		LHFPL3
		ASB7
		SPAG7
		EIF4G2
		ZNF385A
		CCDC89
		THSD4
		PYGM
		TAS2R38
		ASCL1
		SRSF5
		ZXDB
		WNK1
		OLA1
		LARP4B
		TRPS1
		LINC01164
		SLC14A1
		JUN
		ASB12
		C4orf26
		HIST1H4C
		ADAMTSL3
		LGR4
		PHYHD1
		TTK
		class II
		RBM43
		DDX3X
		GATM
		LRRC37A6P
		ATP6V0E1
		TIFA
		CELF4
		NCOA4
		SUOX
		RFTN2
		ZNF259P1
		SLC18B1
		LOC101929735
		DNAH5
		LRRC3B
		LOC100288358
		LINC00593
		PINK1-AS
		ZPBP
		ABHD16A
		PAH
		FLRT1
		PCIF1
		CDCA8
