Names	total	elements
		SLC1A1
		C12orf37
		DHX57
		FREM3
		TBC1D1
		PLAG1
		IQGAP1
		OTOS
		MIR616
		SNORA8
		MIR371
		SLC6A19
		PUS7
		FLJ42102
		SECISBP2L
		SNORD114-11
		SLC43A1
		VPS28
		FCGR2C
		ULBP2
		EDG4
		OS9
		NGLY1
		NR5A2
		KLRC3
		PCM1
		GNPDA2
		TNS4
		C7orf4
		OR11H1
		ELOF1
		TRIM38
		C11orf60
		FAM188B
		TMEM109
		RPL18
		CCT6P1
		ABCB4
		C9orf38
		SETDB2
		MXD3
		RABEP1
		TBX19
		SDHAP3
		FAM98C
		LARP1B
		SLC25A19
		SPATA2L
		KCNIP4
		CAMK1D
		GOLGA8F
		C19orf54
		WRN
		CD48
		MED9
		EFCAB6
		SLC39A2
		MLLT10
		S100A10
		MBLAC2
		OTUD7B
		TLR4
		RGAG1
		TUBG2
		MYO7A
		KRTAP13-3
		CAP2
		SFTPA2
		MLH3
		SLC29A2
		C10orf4
		DHDH
		PRELID1
		FAM162A
		C9orf5
		PPP1R16B
		TTC23L
		SNORD17
		PGC
		HERC4
		SERPINB10
		ZNF431
		CACYBP
		GPD2
		CDV3
		GALNT11
		GPX5
		TIMM13
		CASC1
		ECHDC2
		EFNA3
		SCRIB
		PITX3
		PON2
		GPX3
		FIS
		CLEC4A
		PNO1
		ANK3
		SNORD74
		SNORA59B
		CLRN3
		ARSE
		RGPD8
		OCM
		MIR298
		STC2
		MIR217
		FAM48A
		TMEM141
		DIS3L
		CTAGE1
		CSAG2
		POTE2
		SERPINC1
		CFP
		STX16
		DLAT
		FEZ2
		KRTAP21-1
		TMEM48
		APOA1
		TPSD1
		C10orf68
		PSEN1
		DGAT2L3
		C12orf47
		WNK1
		WNT9B
		LPAR1
		CYorf15A
		RASGRF2
		ANKRD55
		KIAA1641
		KIAA1026
		POM121
		MGC61598
		NUP62
		ZFP57
		RUNDC3A
		INDO
		CLCF1
		CCDC112
		TNR
		ADCY9
		GOLGA4
		SSX5
		DAAM1
		ARHGAP27
		C2orf66
		LRIG2
		USP1
		ACSM2B
		RNF44
		C1orf172
		ATF7IP2
		MIR216A
		PNKD
		OR4F6
		TRIM50
		SPOCK1
		FAM161B
		CDCA8
		HIST1H2BF
		ZNF807
		GAPDHS
		CYP26A1
		AHDC1
		DMP1
		G3BP1
		HSD17B2
		RNU4-2
		ADCY7
		PLA2G2C
		PPP1R14A
		HMGCS2
		GNAL
		NKX2-5
		SCAND3
		NSMCE4A
		ZNF131
		USP47
		TCF25
		TMCC3
		HCN1
		TCL6
		C17orf50
		UGT2B17
		ANKS4B
		HIST1H4E
		ZNF181
		UGT1A1
		ANP32E
		NOC4L
		OR10AG1
		FRY
		HERC2
		SNORD123
		CAND1
		PAPSS2
		PIK3R5
		CDC14A
		PPIAP19
		CCDC153
		UCMA
		ZMYND15
		CCDC106
		ZNF702P
		TOP1P2
		CECR2
		MGC45800
		TEKT1
		ANLN
		KIAA0738
		TH1L
		PPP3CA
		C6orf108
		SNORD28
		PLEC1
		RING1
		FGF17
		FLJ16171
		KIAA1383
		PRAMEF15
		MIR520H
		IP6K1
		APOC4
		PGA4
		CP110
		ASCL5
		ZSCAN16
		OR2T1
		HNRNPR
		AADACL4
		RPLP1
		SLC25A35
		GNAT1
		SLC35D2
		SBNO2
		FAM162B
		NUP37
		CDS1
		PDZRN3
		GPD1
		ADAM19
		ZNF331
		CCT8
		OR2C3
		BAMBI
		NBPF8
		MRGPRF
		APOBEC2
		LRRK2
		BACE2
		LIF
		CPEB1
		CNTFR
		ZNF728
		SEC11C
		SLC25A21
		MFAP5
		GPR171
		PLD1
		ITFG2
		TRY6
		C10orf79
		THEX1
		CNOT6
		KRTAP19-6
		OR1E2
		ARPC3
		PJA2
		SNORD114-7
		WDR12
		PKIB
		CARS
		NKTR
		C14orf82
		MMP27
		TBC1D9B
		C10orf40
		RABEP2
		MLN
		MIR211
		GANC
		OR2T12
		FRMPD3
		ZNF672
		ASTE1
		LILRP2
		HNRPH1
		TEX13B
		OR13C9
		C1orf81
		NIPAL4
		MOGS
		CARD14
		LCN1
		RASSF4
		C1orf165
		YWHAH
		ZNF107
		KIAA1161
		TNF
		DIXDC1
		ASAP1
		MEIS1
		FLJ37078
		ZNF254
		PAX1
		PSMC4
		TUBA1A
		NAIP
		LMAN2L
		NFKBIZ
		TEX9
		FLJ37201
		OR8K1
		GTPBP5
		BARD1
		FAM81B
		PEX26
		C1QTNF7
		REXO1
		ZNF561
		MGC3731
		HAS2
		RNF150
		CNOT7
		FLJ42957
		ERCC-00099
		HNRPLL
		USP11
		SPRR4
		SMCHD1
		S100B
		CCNDBP1
		C1orf91
		LST1
		ZNF790
		MIR601
		OLIG3
		C20orf38
		FLJ36492
		ICT1
		KENAE
		ANAPC1
		GNG2
		HSN2
		JMJD5
		OTOF
		RRH
		TPD52L1
		DEFB121
		SREBF2
		SLC7A11
		L3MBTL4
		BRWD2
		ALG11
		GPR182
		LPAL2
		NTS
		ASB1
		LCMT2
		ACAA2
		C16orf67
		TTTY3
		FIGN
		PI3
		MRC1
		OR5M3
		IL13
		CD86
		RCC1
		DKFZp779B1634
		PIP5K1C
		C17orf57
		TRMT11
		NEK10
		PTTG1
		CDH29
		POLD4
		CARD16
		FLJ44477
		OR13C5
		RPH3A
		KCNQ1
		PROCA1
		NR2F2
		PRDM1
		PARP8
		C14orf180
		ALS2
		HMGCR
		CAPN8
		KIAA0363
		CARHSP1
		INPP5F
		FLJ37307
		EMCN
		DDEF2
		GGH
		OR4X2
		COL9A1
		CNN2
		CD302
		MRPS10
		FEM1C
		DYRK3
		EXT1
		ZNF44
		UCKL1OS
		LEO1
		ZIC5
		TSSC4
		RALGAPB
		ARX
		SSBP3
		TLN2
		MIR548L
		NGEF
		GDNF
		ZNF717
		SFXN1
		YAF2
		tAKR
		HOXA2
		PPP1R14B
		AASS
		RBM14
		EIF3A
		ARL17P1
		MAML1
		THOC4
		RFPL3S
		SLC25A17
		TBC1D21
		FLG2
		HSPA14
		SLC37A2
		STX18
		VPS37A
		OR10V1
		CLSTN3
		HLA-A29.1
		FLJ21865
		ITFG3
		UBXN11
		CCDC38
		ELOVL2
		VAMP5
		SH2D7
		NSUN6
		CYP3A43
		HLA-G
		GPR113
		S100A2
		ERO1LB
		C3orf51
		MSL3L2
		ANKK1
		CMYA3
		GSDMB
		CCL1
		YTHDF2
		ARPC4
		C3orf45
		C4orf51
		VWC2
		GGCT
		HTATSF1
		COL16A1
		NDUFA7
		JMJD4
		SLC29A1
		ALG8
		DCPS
		PDE4B
		CCDC55
		NLRP4
		TCTE1
		ABCA9
		TMEM14D
		TMEM87A
		SEC62
		TIPRL
		GOSR2
		UBE2Z
		DHRS4
		C20orf20
		LHFPL5
		ALDH1A3
		PPP6C
		ZSCAN23
		SMG7
		LOXL4
		LOX
		FIZ1
		BAG5
		SNORD45C
		RELB
		BUD13
		MAGED4
		C17orf81
		SRPR
		IL32
		C16orf80
		PTPRM
		ADAM17
		NUDCD3
		NDRG4
		NCOA2
		FAM118B
		SLC35F2
		IGBP1
		STXBP1
		FLJ26056
		gm127
		DLC1
		SELM
		C9orf40
		KCNH7
		AZI2
		MANSC1
		ANKRD33
		FAM100B
		KIAA1128
		RUFY3
		CLDN1
		REN
		MIR422A
		NSUN7
		TXNL4B
		DDX25
		RPS25
		NPVF
		MTIF2
		FLJ44112
		CLEC12B
		GPR68
		IL21
		HSDL2
		WDYHV1
		BAALC
		AKR1A1
		ANXA7
		HSPB7
		ELK3
		KRT84
		ANKMY2
		MIR512-2
		POLR2E
		SEC24A
		EPHA8
		LDOC1
		CTTNBP2NL
		RGS7BP
		BACH2
		CDA
		CTRB1
		HAVCR2
		MIR367
		MESP2
		FLJ41046
		PBX2
		SIK1
		EVPL
		TTTY4C
		KAT2B
		GNPTG
		SLC6A3
		STT3B
		SYAP1
		SLC19A2
		FANCG
		FLJ46230
		PPPDE1
		MTFR1
		ERCC-00028
		CCDC25
		C20orf175
		TSPAN11
		HPN
		WASL
		CHMP4A
		MRPS35
		C21orf124
		FAM5C
		PLCB2
		FAM151B
		TOPBP1
		HOMER3
		HCG3
		CYTSA
		VCPIP1
		GOLM1
		DPYSL2
		SOX13
		GK
		CXorf24
		KDELC2
		GIMAP8
		NLRP3
		BTNL9
		AMBP
		ZYG11A
		SNORD116-13
		FLJ27465
		SLC22A18
		SLC23A2
		ARHGAP30
		SLC44A2
		FLJ40473
		ERCC-00069
		TCHH
		WFDC5
		C12orf34
		WDR8
		UCHL1
		POU1F1
		PLK1
		ZNF397
		ANXA13
		AQP10
		LPGAT1
		FOLH1
		MAPKAP1
		SLC16A12
		GAN
		PIAS3
		HDAC5
		SRI
		EVC2
		YWHAE
		MIR320B2
		LMBRD1
		PRPF19
		HIST1H3B
		CTGLF1
		EIF4EBP3
		CCDC26
		PQBP1
		TLX2
		LRRC17
		AICDA
		RNF180
		GPR148
		NUDT7
		MYEF2
		MEF2A
		ODF3L2
		STIM1
		TBX2
		RPS3
		FAM135B
		SGCB
		PPAPDC3
		MGC52498
		CFH
		RAB11FIP2
		RCOR3
		TRO
		PTRH1
		C21orf94
		ACTR1A
		GYPE
		DSG2
		CACNA1B
		C9orf128
		DC36
		MPV17L
		CXCL11
		SPEM1
		NUDT18
		SNORD30
		SFRS3
		NUPL1
		MGAT5B
		DUSP26
		C1orf51
		HOXA3
		TMEM165
		C12orf29
		DUX2
		ELOVL7
		FGF19
		EGFL7
		USP9X
		USPL1
		C4orf48
		NCRNA00093
		ARHGAP28
		SLBP
		KCNB2
		SPINT3
		MGC15634
		NBPF1
		NBPF20
		LEPROT
		TNFRSF4
		NPTX2
		SLC22A11
		CSK
		ZNF236
		MRRF
		PRKAB2
		FURIN
		ADH7
		KIR3DX1
		INSL5
		NALCN
		GAGE4
		KRT76
		TMC8
		HIGD1A
		ADRA1B
		LPCAT2
		S100A14
		CLDND1
		C20orf3
		GDAP1
		GH2
		CSF3
		HSD3B1
		TNNI2
		C8orf71
		FER1L4
		ERCC-00083
		NYNRIN
		HMP19
		DISP1
		TTBK1
		GPN3
		TNMD
		MYH10
		MIR548F3
		MAK10
		C14orf159
		KIF2C
		ASCC2
		GFM1
		SPEN
		TREML4
		CDH26
		DEFB104B
		ZNF167
		TBX1
		OR13C3
		SFRS2IP
		THEM2
		ATF5
		SPTBN5
		SLC4A2
		SLCO1A2
		JPH4
		PDCD2L
		MAN2A1
		OBSCN
		CLCA2
		IL1RAP
		MTMR10
		NT5C1B
		PRKAG3
		RALGDS
		ARFGAP2
		CIR1
		SNORA38
		COL25A1
		TMEM80
		RBPMS2
		MIR197
		CMTM6
		GOPC
		C1QTNF9
		RP2
		FLJ45684
		BAT3
		UBAP1
		IQCB1
		LAMA5
		ERCC-00108
		AKAP4
		ADPRHL1
		RGS9BP
		KRT81
		PSMC1
		M6PR
		LAMC1
		PDCD10
		SIGLEC6
		ALKBH4
		TFG
		KRTAP10-11
		BATF
		SNAPIN
		ANP32D
		FBXO43
		TRPM4
		FAM169B
		LEAP-2
		CREB5
		C21orf100
		TMSB4Y
		DDX55
		FERMT2
		PHLDB1
		AFG3L1
		SLC37A4
		BAGE5
		MFSD6L
		BRD9
		MYLIP
		ASXL3
		SMYD4
		FAM103A1
		MFAP4
		NBEAL2
		DEFB106A
		TCP11
		BDH1
		RNF220
		HIST1H3H
		FLJ44082
		ZNF276
		TTLL12
		FLJ39080
		PPARA
		RORA
		FBXL15
		PLDN
		CD24
		LONRF3
		SLC5A12
		BACE1
		SEPP1
		LOXL2
		RPL21
		GPR77
		HTR1B
		C10orf91
		RAP1B
		ZNF571
		GPR27
		CFI
		FOXRED2
		T
		CDH16
		CYTL1
		SORBS1
		FLJ43093
		ETFDH
		PCSK4
		NPC1L1
		PH-4
		FMNL3
		MB
		FLJ39827
		CLECL1
		CACNG8
		PGA3
		SPTLC2
		C9orf86
		SGCA
		MAG
		RTTN
		FOXA1
		TBPL1
		NOTO
		PXDNL
		EDA
		IFIT1
		ERCC-00019
		C20orf79
		JARID1D
		WNT7A
		FIP1L1
		H6PD
		ZBTB9
		CTXN2
		SNORD56B
		MRPL2
		METRNL
		BFAR
		KHDRBS3
		SOX8
		HECTD3
		MIR940
		NCBP1
		FBXO41
		PCDH10
		HIST1H4F
		SNORD80
		HSP90B1
		BCAS1
		MIR155HG
		MIR519B
		GRN
		LDLRAD3
		AP3D1
		FAM26E
		WFDC11
		TBX20
		TTLL3
		SNORA70
		JMJD1C
		EIF4E3
		COX7A1
		APOBEC3C
		KLHL29
		ABCA4
		SNORD70
		TMEM163
		OR1F1
		SMC5
		POTEH
		SNORA28
		CRTC3
		MST4
		FLJ46257
		NT5C2
		NBR2
		MEST
		MIR146B
		ILKAP
		ORC2L
		WFDC3
		NCAPH2
		CRK
		SLC39A11
		AP1M2
		TRAPPC4
		MIR629
		MAD2L1BP
		SCYL1BP1
		PGAM4
		UGT2B11
		HMX3
		PDZK1
		PEX11A
		FCN3
		CDC42BPB
		C11orf51
		GTF2H2D
		TMEM55A
		FLJ90757
		NPTN
		PKDCC
		RNMTL1
		SLC6A9
		NDUFS5
		APOA1BP
		EPHB6
		FLJ32154
		NT5C3L
		KLHL17
		SERINC1
		YAP1
		C3orf41
		CCDC121
		C7orf34
		TAPT1
		SOX11
		TLCD1
		CENPC1
		GAGE5
		CLDND2
		LCE1D
		ZNF828
		F12
		DEFB123
		C1orf41
		ELL2
		GPR87
		ZNF30
		SMR3B
		GMPS
		C7orf28B
		TRIT1
		C21orf130
		PHF10
		HIST1H3A
		HPVC1
		RAG2
		ZNF398
		FMNL2
		GEM
		C12orf8
		IRAK4
		SERPINI2
		TULP3
		RPS14
		ATOH7
		GABARAPL2
		OR5T1
		CISH
		SLC22A10
		GIT2
		FLNA
		LRPAP1
		G6PC3
		GORASP1
		ATP10B
		ABCB8
		OR2Y1
		PRMT7
		SPANXN3
		C8ORFK36
		C19orf16
		OR5D13
		CACNA1I
		WDR66
		C8orf44
		DAZ4
		EIF2C4
		C21orf67
		BCKDHB
		ARL13A
		ITIH5L
		RXFP2
		PCIF1
FC	884	DPY30
		ABRA
		GNL3
		BBOX1
		ABCB7
		AEN
		CADM4
		NHLRC3
		RDH10
		CCNB1
		FAT4
		AK7
		RNF185
		C20orf27
		UNC45B
		NOL8
		HIGD1B
		MIR331
		Magmas
		RNF32
		AP1S2
		CLC
		UNQ5830
		GDPD5
		SRRM4
		LTBP4
		PCDHA13
		C2CD3
		KLK8
		PODN
		DUSP4
		WHSC1L1
		USP14
		CORO2A
		ANGPT4
		HSPC072
		EIF1
		CETN3
		TMEM156
		CHFR
		MTMR14
		ZNHIT2
		LSM4
		OR4D10
		SGK269
		ABHD12
		FAM46D
		ARAP1
		DUX1
		SLC9A3R1
		HBG2
		ASAH1
		MAD2L1
		ARID5A
		TMCO7
		NRF1
		UNC5CL
		TJP3
		SNORD26
		LGALS7B
		AHRR
		SOX9
		MIR452
		IL28B
		NBPF16
		CENPL
		KIAA0261
		TNFAIP8L3
		IL8
		SERPINB13
		SET
		MIR519D
		DPYSL4
		BRI3P1
		RGPD2
		ICA1L
		CCDC60
		IMPAD1
		MIR891B
		TRIM63
		C6orf52
		SMS
		PAGE2
		NR1D2
		PLAC8L1
		LYZL6
		PHPT1
		SRRD
		CDH11
		AIF1L
		THSD1P
		ZNF713
		MALL
		PPAPDC1B
		CGRRF1
		WNT10B
		E2F7
		GPR160
		RALB
		VPS37B
		APOM
		CDH20
		SEC61A1
		C9orf93
		OR2T5
		MIR326
		SFTPA1
		SNORA71D
		MRPL22
		CCDC129
		C2orf48
		SMOC2
		HFM1
		ANXA2
		ACSS3
		ATP6V1F
		SP7
		AMPH
		HNRNPH1
		SLC23A1
		C1orf96
		GPIHBP1
		SIAH2
		SLC29A4
		RTN4IP1
		BBS9
		USP15
		CR1L
		MT1E
		IFT172
		ELFN2
		OR5K4
		ATPIF1
		RPL13L
		RAD9B
		C20orf85
		FARP2
		CELA3B
		RASA2
		C4orf32
		GIMAP4
		TPSB2
		ZNF211
		PSD4
		MINPP1
		C18orf55
		SHISA4
		SEC61G
		DEFB115
		C9orf31
		SCARA3
		ABCC5
		RBBP7
		PTPRG
		PRDM10
		MC2R
		UBTFL2
		LRRCC1
		BARHL1
		IMAA
		FLJ32867
		C16orf57
		P2RX2
		KIAA1731
		SHRM
		CDC37
		HIST1H2AB
		CAMTA2
		VCAN
		C16orf58
		ADAP2
		TAF8
		C14orf43
		SAA4
		ZCCHC2
		KCTD8
		CA5B
		C20orf11
		ISLR2
		KRTAP4-7
		MIR627
		LEREPO4
		C3orf65
		ZMIZ2
		TET1
		SNORD20
		SNORD91B
		TOMM40
		C14orf142
		UBE2V1
		TIGD3
		AIG1
		ST6GAL1
		TMED6
		FAM75B
		CRIM2
		EFR3A
		MRPL36
		PITPNC1
		ANKRD18A
		ODF3B
		FZD4
		PNMA3
		DOCK7
		GAGE8
		C22orf36
		MIR657
		FLII
		NTN3
		GJB4
		EEA1
		UBR4
		MYBBP1A
		HSBP1
		GPR75
		ARHGAP11B
		ZNF280D
		MAEA
		HYAL1
		PAGE3
		RDM1
		LZTS2
		MIR31
		C14orf109
		MRPL4
		DEFB117
		CTNNBL1
		MMRN2
		NDST1
		TTTY15
		JAM3
		DIRC2
		MECP2
		DKFZp686E2433
		MAP3K5
		PLN
		SCOC
		PTGDR
		FAM39E
		ZBTB38
		TMEM30B
		DFNB59
		MYO6
		MYO1C
		HBEGF
		SOD3
		GNPDA1
		WIZ
		COPA
		MIR548C
		OR7D4
		A3GALT2
		HSD17B11
		FAM133B
		COMMD7
		APBB1
		B4GALT1
		RNASE2
		C12orf52
		C3orf47
		SCN4A
		ARHGAP4
		FREQ
		MYOT
		C3orf20
		ATG4B
		HDAC7A
		C1orf190
		ALOX15
		FLJ40606
		RNF144A
		CCL7
		ATP13A4
		RPS13
		CCL17
		KIAA1271
		CDR2
		OR1G1
		FAM69B
		TRAT1
		PLAGL1
		PCLO
		VPS26
		OR5M1
		SYNGR2
		OR1L1
		GJA4
		GTF2F2
		AP2A1
		GATS
		C10orf72
		WWC1
		RAB23
		VLDLR
		P4HTM
		FAM90A18
		C14orf143
		RSPO4
		MRPL20
		MAN1C1
		RCVRN
		TCTN1
		KRT36
		TMEM146
		PKP4
		LUZP4
		SNORD57
		CDK5R2
		CENPA
		OR7C1
		GSTT2
		MGC119295
		FRAP1
		SRGN
		USP53
		OR5AN1
		C16orf88
		GPR149
		C14orf181
		MARLIN1
		PCDHGA12
		PPT1
		BCL2L13
		DRG1
		SPCS1
		PRR4
		ARFIP2
		GTSCR1
		WDFY1
		LCE3B
		MTNR1A
		TOPORS
		HNRNPC
		ZP3
		CREBL2
		BCAS4
		ITGB3BP
		TPRX1
		SMR3A
		DHFRL1
		DDX19A
		SGPP2
		RGS5
		ACSS1
		TSPYL3
		MIXL1
		KRTAP5-1
		IFITM3
		DSC3
		CNR2
		CAPN13
		HTR2B
		MYOM2
		MYO3A
		MGC10701
		CDO1
		OR9A4
		NOL12
		KIF6
		MCOLN1
		NODAL
		SLITRK5
		PPME1
		MUL1
		FLJ11235
		WIPI1
		THAP7
		SPOCK2
		ZNF841
		OPRD1
		OR2B11
		C19orf12
		UNC93A
		SPTB
		GALNTL1
		TTF1
		CCL28
		H2AFB1
		MIR1301
		FRK
		C1orf150
		MRPL40
		BEX1
		SLC26A9
		KHSRP
		CBLN4
		SDF2
		PAR5
		SELT
		THOC6
		SAP30BP
		DMAP1
		DISP2
		DDX51
		ITFG1
		GPR109A
		MIRLET7D
		MIR324
		C13orf3
		C11orf24
		UBA5
		TMEM128
		MAGEL2
		COPB1
		RAD51L3
		URG4
		GPR137
		SNORD10
		ZNF98
		SETD7
		RBM8A
		SHARPIN
		AKT1
		OVCH1
		MUC5AC
		FCRLA
		FOXD1
		KCNK18
		MIOS
		MIR1264
		CBX5
		VTI1B
		PEG10
		PLA2G4B
		SSBP1
		PDIA4
		TMEM90B
		CRISPLD2
		SESN2
		KIF3C
		PGD
		TMEM168
		KLHL3
		PYCRL
		ATPAF2
		SLC22A9
		PKD2L2
		MBOAT2
		IL7
		RBL1
		SCARNA17
		ELMOD1
		MS4A14
		GARS
		KCTD1
		MUM1L1
		OSTCL
		TKT
		HSPB1
		CSPG4
		NUP155
		UPK1A
		ARL2
		SYCP3
		KRT8P9
		MSMP
		SPN
		RPS5
		OXT
		BSN
		ACSL3
		HISPPD2A
		CPLX4
		ZCCHC5
		A1CF
		DSCC1
		ZCRB1
		C10orf67
		TSPAN13
		OR1D4
		C1orf174
		CXorf61
		WDR59
		A2ML1
		LMAN1L
		INE1
		GATA6
		C20orf127
		MAPK12
		RIN2
		TNFRSF10A
		DENND1A
		SLC6A6
		CXorf20
		OR52D1
		RANBP6
		CRIPT
		SMAD9
		OXTR
		CYP2B7P1
		WDR20
		OCRL
		CSRP3
		PXMP2
		SNORD76
		MEGF10
		PGM2L1
		GNAO1
		STRC
		SCARNA8
		NUAK1
		DEF8
		FOXL1
		BCKDK
		RCP9
		EGF
		MGC16121
		NCAPD3
		FOXD4L6
		GTF3C5
		AKR1C4
		SPACA1
		SGK1
		C8orf62
		PANK1
		FTSJD1
		NHP2L1
		TRPA1
		ACBD7
		C4orf7
		TMEM69
		ATXN7
		C1GALT1
		BCS1L
		SPSB2
		FAM107B
		SNORD93
		ZKSCAN1
		ARS2
		HIPK3
		DHCR7
		CLLU1
		EOMES
		PCDHB13
		SRRM1L
		PFN4
		PLOD2
		ABT1
		PWWP2A
		FAM91A1
		GYG2
		TSPAN31
		NUDT16
		C1orf9
		GABRA1
		MIR1274A
		GCDH
		SPAST
		FGFBP1
		GSG1L
		RWDD2B
		HDDC2
		SHC2
		INPPL1
		GPC4
		GFPT1
		MIR1179
		CALML5
		IL17RD
		MPZ
		C14orf39
		RNASE13
		HDHD1A
		TSKS
		ZNF793
		MOGAT3
		POTEF
		KIAA0182
		RASL12
		MYEOV
		C6orf185
		MYLK
		CXCR3
		AKAP6
		ARHGEF15
		CFL1
		IL4
		GCOM1
		KIR2DS2
		EMP3
		XKRY2
		TRNT1
		SAMD6
		HSPE1
		RGL2
		BTF3L1
		DMRT2
		DLGAP3
		MFAP2
		C14orf115
		RBMS2P
		C21orf7
		DKFZp686K1684
		TRIM28
		C22orf32
		FGF5
		MTMR15
		GUCY2F
		NSMCE1
		ST3GAL4
		FBXW7
		FAM163B
		KIF13A
		RP11-49G10.8
		TDRD6
		SMTN
		CYP17A1
		CC2D2B
		C5orf60
		OR5B17
		KTELC1
		RNASE1
		SNORD99
		MKI67
		SNORD3C
		IQSEC3
		GTPBP6
		GPR25
		CENPP
		F5
		MEI1
		BNIP3L
		WBP11P1
		PREPL
		DOC2B
		ZMAT2
		POU5F1
		RBM39
		MDP1
		TIMM23B
		USO1
		GFRA1
		IL1B
		CTSA
		TIMM17B
		RPS6P1
		RBM15B
		ZMPSTE24
		TOP2B
		DNAL1
		NLE1
		MED19
		TMPRSS12
		R3HDM1
		ERRFI1
		FAM108B1
		TRIM16L
		RRP15
		OR3A2
		LIMK1
		B4GALT5
		MMP19
		TBX6
		CYBRD1
		FLJ20628
		ZUFSP
		EPM2AIP1
		MID2
		FCRL1
		HSD17B6
		PIM2
		YPEL3
		PPP1R7
		ZNF440
		BRWD1
		C1orf43
		PHF23
		LASS2
		ZNF652
		MLXIP
		PFN3
		MYL4
		ZNF837
		MSC
		PRIM2A
		PTPN18
		ZNF843
		MAGEC3
		SDCCAG8
		TRIM22
		SMPD4
		PRSS48
		XAGE5
		SNORA71A
		PHACTR3
		ADAM5
		SNORD3A
		TMED10P
		SLC2A13
		HIST1H3I
		HIF3A
		CASP10
		SOCS6
		MRPL24
		BP75
		MOSPD2
		JTB
		NCRNA00119
		ULK1
		FEM1B
		C1orf56
		RAB41
		FKBP14
		PRKD3
		CCDC108
		CTGLF5
		GTF3A
		KRT3
		C4A
		PNMAL2
		RHOA
		SNORD4A
		C11orf58
		MYL6
		RGS19
		ZNF441
		MIR548N
		CCDC138
		CDC37L1
		CUEDC2
		C4orf19
		RORB
		RAB27B
		MORF4L2
		MTFMT
		DKFZP434L187
		CRB2
		KLRK1
		SNORD47
		CD248
		DRD2
		COPS2
		ZRANB1
		SARM1
		RAD52
		RPL22
		XKR7
		FAM90A7
		MFSD2
		NICN1
		HBD
		CYB561D2
		GAMT
		OPRS1
		SYCE1
		POTEA
		AGFG2
		MAP3K10
		C1orf128
		TAF4
		IL3
		LRRTM1
		TFRC
		C17orf87
		SLC7A8
		FAF2
		CLTC
		SNORD113-2
		NXT1
		KCNK4
		IPF1
		KARS
		FAM131A
		C19orf20
		ICK
		ANGPT2
		ATP6V0A4
		MAGEC2
		RILPL2
		STX3
		PHACTR4
		DNM3
		MIR514-2
		SMCR7L
		NIP7
		TRABD
		FLJ33630
		DLG2
		ZC3H7B
		ADAM6
		SLC22A17
		CRYAA
		TPM4
		RBP4
		OR2A2
		CT47A7
		RN5S9
		CLIC3
		PHF6
		FAM47C
		HNRPR
		GLTSCR1
		MGC42630
		LRCH2
		LIFR
		C7orf59
		KCNAB2
		IL3RA
		TTC28
		NELL1
		POLE2
		RPL23AP53
		SBDSP
		ITPA
		HCG4
		CAD
		ACAT2
		LPAR5
		PTH2R
		RPA1
		ACTR1B
		EPHX1
		SLC30A10
		RAPGEF3
		ZNF367
		MIR557
		MIR100
		SLC36A2
		MMP17
		KIF15
		TAS2R40
		SNX3
		C14orf70
		ITM2A
		C6orf165
		KCNH5
		ARID4A
		LGI3
		XKR8
		PRKAR1B
		IL16
		HAUS5
		TCF3
		CCDC88C
		TMEM220
		PPFIBP2
		C19orf57
		ERCC-00035
		MIR194-2
		HTRA2
		SMPDL3B
		FLJ36777
		MIR586
		TAF9L
		FLJ22536
		STAC
		SCN8A
		JARID1C
		LILRA3
		CSF2RA
		MIR425
		MRLC2
		PKD2L1
		LTC4S
		ADH6
		ZNF222
		BCL11A
		F11R
		MGC27348
		PTK6
		NPS
		ZZZ3
		CEPT1
		RETSAT
		GAB1
		ZNF557
		SYT9
		DGCR2
		GLI4
		RNF128
		PXK
		TEX101
		LAT1-3TM
		CCDC115
		CLN3
		KRTAP19-3
		UTX
		WAPAL
		GRAMD3
		CSF2RB
		ADRBK2
		SLC2A11
		SPANXE
		TOP1
TC	1216	NHEDC1
		VPS4A
		C1orf85
		GFOD2
		CYTH1
		KCNK3
		MIR1246
		PPCS
		ZFYVE1
		TMEM184A
		LMNB2
		VKORC1
		TEK
		CPNE4
		GAGE1
		NUDT1
		VGLL3
		MIR1228
		CIAO1
		GFPT2
		KCNC1
		SIRT6
		MIR1245
		ZDHHC6
		DLX6AS
		SMUG1
		SFRS14
		TUBB2C
		RNF4
		PPP1R3D
		SLC16A5
		TUBB
		KIAA0100
		RNF166
		MIMT1
		SPANXN4
		IL24
		DUSP5
		EMX2
		SEC1
		CLCN4
		AQP2
		USP42
		POLR2J
		RGS4
		ADAM23
		NUCB1
		ARL16
		ERCC-00170
		SNX25
		FLJ45974
		AHCYL2
		FLJ39739
		FAM10A4
		CD53
		COX10
		ZNF655
		PSG3
		ZBTB20
		TPBG
		SUV420H1
		SPATA4
		NBPF3
		AGTPBP1
		SF3A3
		MIR206
		AHNAK
		NOS2A
		FHL1
		GATA1
		C16orf62
		PSMF1
		ACAD11
		C16orf71
		SEBOX
		MIR376A2
		MGC39545
		CXCR7
		GPBP1L1
		C21orf86
		C20orf173
		ZAN
		ZNF487
		CYP3A5
		S100Z
		PDGFRB
		IL17D
		CARD9
		TRIM45
		ATP2B2
		TMED7
		ZNRF4
		TLK1
		FAM177A1
		ELAVL2
		ANXA8
		SERP1
		EIF2S1
		CASP1
		PLEKHM3
